"engine.time","0.ikr.IKr","1.ikr.IKr","2.ikr.IKr","3.ikr.IKr","4.ikr.IKr","5.ikr.IKr","6.ikr.IKr","7.ikr.IKr","8.ikr.IKr","9.ikr.IKr"
 1.10000000000000000e+03,-4.94291229588294297e-03, 3.22144737662737220e-03, 1.61137002816052650e-02, 9.73755822065633641e-06,-9.39720000409159997e-03, 4.77941103140280387e-03,-7.92465064613855769e-03,-3.40189568004194316e-03,-4.31115427007201183e-03,-2.07516747602700096e-03
 1.11000000000000000e+03,-6.92422207366380407e-03,-2.76446900400663083e-03, 5.25772023986472142e-03,-8.42067494070912123e-03, 9.34954373725574786e-03, 8.06344484090899469e-03, 3.50546802665505563e-03, 1.53180140443264137e-02, 6.16987237040563657e-03,-4.51311348259876479e-03
 1.12000000000000000e+03,-3.38022529415290358e-03,-1.10168097345247195e-02, 1.37216929012473274e-03,-6.49749258154335829e-03, 4.99617830369372944e-03,-3.32746080840215595e-03, 2.69277937286786046e-03, 5.69440366649896171e-03, 1.98727837347636776e-03, 9.62693868957150388e-03
 1.13000000000000000e+03, 8.49880394579935125e-03, 1.05858162120701211e-03, 4.06584617462412215e-03, 9.16635470567874616e-03,-1.12204027863767545e-02, 6.87175390471960520e-03,-1.09439320015038855e-02, 9.29304312159058912e-03, 4.73519684509699727e-04,-2.59245557825521283e-03
 1.14000000000000000e+03,-1.36742345966945084e-02,-3.06011888951595494e-03, 2.52354608290435590e-03,-3.36842072498874179e-03, 3.93879438599520609e-03, 5.43928246965652042e-03,-4.50598925474404981e-03,-4.43232437832388401e-03,-6.84259397367184292e-04,-6.06699436104375482e-03
 1.15000000000000000e+03, 7.54010912720963749e-03,-2.99433786287993777e-03,-4.23103350199441775e-03, 8.85125360065031931e-03, 1.08378928418697618e-03, 6.14580761613809550e-04,-1.31186175546863550e-02,-2.81117415784831520e-03, 2.44920260734647751e-03, 8.32205475949682541e-03
 1.16000000000000000e+03, 3.60628389744101349e-03,-3.33490894253859246e-03, 1.01790344190698101e-02,-4.00892789373157987e-03,-1.10092034338666266e-03,-4.95760428075278474e-03,-3.39473564469794029e-03, 1.01708738187681648e-02,-4.86706795187105950e-03, 3.41113976394038674e-03
 1.17000000000000000e+03, 5.42407915097393219e-04,-7.45973518683102493e-03,-1.03420938071228600e-02,-4.41350319213119294e-03, 4.90548108475994098e-03, 3.18263774147970781e-03, 1.23411841390029878e-02, 1.47085116098671573e-03,-1.16474933521490999e-02,-1.71993848781420489e-03
 1.18000000000000000e+03, 2.46471977247736840e-05,-2.93441843645179034e-03,-8.51643244023888137e-04,-2.97286201702449612e-03, 2.09210784591657957e-03, 1.29717480580486544e-03,-5.26177352028943390e-03,-4.50143408754800738e-03, 4.28479533430925139e-03, 2.74607259138178643e-03
 1.19000000000000000e+03, 4.67698225779183182e-03,-1.08233926255397019e-03, 5.83492083670936364e-03, 1.54811854679179741e-03,-2.65276833756283555e-03,-1.09592678785996726e-03, 5.32953977236030885e-03,-3.85508455072020462e-03,-1.71328235689979930e-02, 7.32988617208269605e-03
 1.20000000000000000e+03,-2.54729617792888495e-04, 4.82277047702651864e-03, 8.05640914967101739e-03,-1.94783859235950554e-03, 6.92504644299175767e-03, 3.87878467996123372e-03, 7.36965665229859061e-03, 1.04720748259366173e-03, 6.09277245928499002e-03,-3.72840341051404629e-03
 1.21000000000000000e+03,-1.09711639186399687e-02, 1.53556438044503822e-03, 2.95999779535637128e-03, 3.87236931711991287e-03, 1.08730731461368982e-02, 3.25815367897191522e-04, 8.15775967719150306e-03, 9.67974700796850329e-03,-3.51146774171515836e-03,-1.06385380863454129e-04
 1.22000000000000000e+03,-8.39623524033437235e-03,-9.26533415399612495e-03, 5.83723059580036965e-03, 4.10942744061627320e-03, 1.39142705686854037e-02, 6.17312109088286650e-03, 5.75425610295016241e-03, 1.10847363161880848e-03, 5.62258788938408728e-03, 2.44775721998724896e-03
 1.23000000000000000e+03,-5.27011141474342543e-03,-3.61930614062242655e-03, 4.98591256377563588e-03, 4.16355054864805518e-03,-1.49815586939275433e-05,-5.53449486886935498e-03,-3.29205920177802046e-03, 9.20380244414733574e-03, 2.35731776462483594e-03,-9.37873310428587702e-03
