"engine.time","0.ikr.IKr","1.ikr.IKr","2.ikr.IKr","3.ikr.IKr","4.ikr.IKr","5.ikr.IKr","6.ikr.IKr","7.ikr.IKr","8.ikr.IKr","9.ikr.IKr"
 1.10000000000000000e+03, 6.80484058873575659e-01, 1.74033778888730867e-01, 1.19970676044938801e-01, 1.06758536861613920e-01, 8.21638828284977224e-02, 1.11118032849515797e-01, 1.07114228861196689e-01, 1.05218612520392427e-01, 1.07831522243531250e-01, 1.14493330162133131e-01
 1.11000000000000000e+03, 6.73566408444025488e-01, 2.01482258466681580e-01, 1.06041524954783056e-01, 1.14038644884865453e-01, 9.50951148529878693e-02, 1.14771018949514872e-01, 1.20698138669719846e-01, 1.06749028986756964e-01, 6.41195130071699620e-02, 9.13174181826742204e-02
 1.12000000000000000e+03, 7.07368780341081527e-01, 1.70025126315193814e-01, 1.14740331550612515e-01, 1.09303764575501505e-01, 1.20962567572668211e-01, 8.39429011154791682e-02, 9.96568712250577027e-02, 1.09128011781829570e-01, 9.44403314191032683e-02, 1.24216277985751578e-01
 1.13000000000000000e+03, 7.27374700704991550e-01, 1.85687265798627377e-01, 1.11571326123561104e-01, 1.25625855497531552e-01, 1.08977133864541803e-01, 1.11257769230545034e-01, 1.21848465840836279e-01, 1.34812951114801571e-01, 1.02796619148595419e-01, 7.87949102814307217e-02
 1.14000000000000000e+03, 7.46371974341011213e-01, 1.88041925765793788e-01, 1.31437195438527471e-01, 1.20259023575315815e-01, 1.11900637863687369e-01, 1.23225385365328455e-01, 1.22509343269750839e-01, 1.02747874116214874e-01, 1.00973534599779424e-01, 1.14203736077863965e-01
 1.15000000000000000e+03, 7.50507250902124334e-01, 1.66502467472762372e-01, 1.35673495754239842e-01, 1.30309698304376276e-01, 8.97096494665357846e-02, 1.20293460321490311e-01, 1.29066058810156203e-01, 1.10552042016182531e-01, 1.17721799729553156e-01, 1.01248201007803490e-01
 1.16000000000000000e+03, 7.53521464687084697e-01, 1.66765583879058044e-01, 1.35040206316965006e-01, 1.43940084255106765e-01, 1.31424033126237072e-01, 9.90462991243900859e-02, 1.25521123955944808e-01, 7.93863695738885600e-02, 8.66577901370266662e-02, 1.09122369410812603e-01
 1.17000000000000000e+03, 7.78128138306461881e-01, 1.79312099058355823e-01, 1.40901765633595882e-01, 1.10562647741012959e-01, 1.23718629878674768e-01, 1.29085223632344981e-01, 1.11263628515914564e-01, 1.37998878364465699e-01, 1.14159509799995770e-01, 1.07282628063098878e-01
 1.18000000000000000e+03, 7.82995076147705138e-01, 2.17498360630143078e-01, 1.24349799068461081e-01, 1.10875974887399073e-01, 1.23834243532963753e-01, 1.05843235657558349e-01, 1.13882178258381164e-01, 1.19249796968758162e-01, 1.43776659886471869e-01, 1.21946295447465422e-01
 1.19000000000000000e+03, 7.76872897586415645e-01, 2.18156027774064759e-01, 1.40259421870929102e-01, 1.22093029879581816e-01, 1.07679195709461439e-01, 9.91074402626282158e-02, 1.09690935881897711e-01, 1.02270836817152141e-01, 1.28637380202420548e-01, 9.61458886585443706e-02
 1.20000000000000000e+03, 7.70492284058405419e-01, 1.85565188378130741e-01, 1.38544277450753650e-01, 1.30046904857415657e-01, 1.32302709241165634e-01, 1.08329025599728790e-01, 1.27674270224538200e-01, 9.54934190814015482e-02, 1.10186084462868455e-01, 9.33287454715195919e-02
 1.21000000000000000e+03, 7.64504420770847459e-01, 1.93299808370239329e-01, 1.48230942132048765e-01, 1.31434872649238588e-01, 1.27158535942862028e-01, 1.27024177088916668e-01, 1.17556200270350811e-01, 1.17053527039347405e-01, 9.39784317606116998e-02, 9.90503388939873025e-02
