"engine.time","0.ikr.IKr","1.ikr.IKr","2.ikr.IKr","3.ikr.IKr","4.ikr.IKr","5.ikr.IKr","6.ikr.IKr","7.ikr.IKr","8.ikr.IKr","9.ikr.IKr"
 1.10000000000000000e+03, 6.85148093987012929e-01, 6.65386892187120993e-01, 6.79792004414465079e-01, 6.74845916275287339e-01, 6.85157708777429764e-01, 6.73262454924973719e-01, 6.77619536541778200e-01, 6.74732651074640311e-01, 6.76210985085218930e-01, 6.78489860992488092e-01
 1.11000000000000000e+03, 7.12401718337271062e-01, 7.11039643056986082e-01, 6.96599234886887686e-01, 7.03662117088873607e-01, 7.04981153972065844e-01, 6.92374749885613761e-01, 7.07256911237897468e-01, 7.06586273640844031e-01, 7.02950684007646487e-01, 7.02525206361132470e-01
 1.12000000000000000e+03, 7.27598398541581814e-01, 7.37898153927080691e-01, 7.28066911762641600e-01, 7.35080349912091147e-01, 7.34225137674314632e-01, 7.26513785125699640e-01, 7.29336479223233192e-01, 7.36896379931892276e-01, 7.37274265126764083e-01, 7.32394204096453394e-01
 1.13000000000000000e+03, 7.53906953491682241e-01, 7.54452473193546469e-01, 7.49865030921634146e-01, 7.57185145784993408e-01, 7.53205515712523477e-01, 7.54985656103971170e-01, 7.40546397605168050e-01, 7.49277255661053410e-01, 7.54875579516853579e-01, 7.51591772605614494e-01
 1.14000000000000000e+03, 7.64488182640486236e-01, 7.67524903843297968e-01, 7.52278604931160055e-01, 7.67156983015417682e-01, 7.67640940463359067e-01, 7.72307193380644574e-01, 7.68181155544111038e-01, 7.71410832511975508e-01, 7.64662970582153823e-01, 7.64541219944388617e-01
 1.15000000000000000e+03, 7.76266627072058624e-01, 7.85577368547123678e-01, 7.74822969640158510e-01, 7.80740204196329390e-01, 7.74527745834421188e-01, 7.76295601641899591e-01, 7.79281314039585005e-01, 7.75082369351222877e-01, 7.73811154524978062e-01, 7.80615723355037927e-01
 1.16000000000000000e+03, 7.82878155417213506e-01, 7.90793373105321273e-01, 8.01563568929780090e-01, 7.93911598537048069e-01, 7.80198605723306127e-01, 7.86127137761482353e-01, 8.02174999928508048e-01, 7.86292856189607536e-01, 7.96096282457965820e-01, 8.01608307373963380e-01
 1.17000000000000000e+03, 7.99162984845111168e-01, 7.83634957821709555e-01, 8.04189497717114898e-01, 7.84140582307977341e-01, 7.98337640233344858e-01, 8.01717869134422556e-01, 7.89090213739670254e-01, 7.92795023035099411e-01, 8.03770488674571126e-01, 7.99747959494591876e-01
 1.18000000000000000e+03, 7.88621816918825047e-01, 8.06173996087255929e-01, 8.01929782114012002e-01, 8.05696436529204307e-01, 8.14024263670130144e-01, 8.00426615241214945e-01, 7.98223429190343836e-01, 7.99933538908104702e-01, 7.95638426889947792e-01, 7.98231912583397096e-01
 1.19000000000000000e+03, 8.21311566386973224e-01, 8.00553771889094601e-01, 8.06168360918292359e-01, 8.05820236232475673e-01, 8.10604220639054573e-01, 8.03012327219439270e-01, 8.04039087097572991e-01, 7.98341082047617112e-01, 8.07574633857823798e-01, 8.02536981826082241e-01
 1.20000000000000000e+03, 8.08981409883215874e-01, 8.17479645838649960e-01, 8.20572881889936934e-01, 8.10157781943388611e-01, 8.04394252554043399e-01, 8.19470405723711215e-01, 8.12237217226886132e-01, 8.14160132808347425e-01, 8.06932790682599377e-01, 7.98521973340274860e-01
 1.21000000000000000e+03, 8.08048919341670446e-01, 8.05755885696613827e-01, 8.17052071222860721e-01, 8.19057365927508441e-01, 8.08024611069426468e-01, 8.19812089113580056e-01, 8.11677328071315651e-01, 8.13439560464339961e-01, 8.23575429750218246e-01, 8.16575069732643599e-01
 1.22000000000000000e+03, 8.24198746389433912e-01, 8.16468184288083987e-01, 8.15868422719848496e-01, 8.19197790953630434e-01, 8.19750062432616833e-01, 8.18890667931925331e-01, 8.19489193973109376e-01, 8.19454357294772673e-01, 8.15489540939686619e-01, 8.14493226439652052e-01
 1.23000000000000000e+03, 8.27344224454047428e-01, 8.30763629949173077e-01, 8.18258918962156079e-01, 8.26362976882116351e-01, 8.33495817656652371e-01, 8.29079383783521973e-01, 8.22769040085475578e-01, 8.22467392346919457e-01, 8.23634362755422234e-01, 8.04768808304414329e-01
 1.24000000000000000e+03, 8.15750242779896495e-01, 8.09422073452924606e-01, 8.14742973934544756e-01, 8.23387939891981779e-01, 8.21726694226842080e-01, 8.14933159744994362e-01, 8.16819193514354058e-01, 8.10941210518082434e-01, 8.25389466606064492e-01, 8.27112762177213967e-01
 1.25000000000000000e+03, 8.26367004336920896e-01, 8.24048048833429525e-01, 8.20690384354399227e-01, 8.34534138733006414e-01, 8.25079131122221976e-01, 8.21866129750258856e-01, 8.26126855702911000e-01, 8.13684115818492648e-01, 8.32005181628820756e-01, 8.26281329523776864e-01
 1.26000000000000000e+03, 8.18908673723126479e-01, 8.23598190639571182e-01, 8.30114233815718694e-01, 8.21510985209417233e-01, 8.29314673497419719e-01, 8.21186783106577001e-01, 8.20676497841900887e-01, 8.28839216519155153e-01, 8.09343479873036009e-01, 8.32851454360476362e-01
 1.27000000000000000e+03, 8.23052700320610842e-01, 8.28474319141369708e-01, 8.29495393049604623e-01, 8.45590214433232790e-01, 8.27173900884416891e-01, 8.12973318381902899e-01, 8.23524137822100322e-01, 8.29298712031913077e-01, 8.36377635892545435e-01, 8.21459623739120293e-01
 1.28000000000000000e+03, 8.22574823680421563e-01, 8.17962914397924790e-01, 8.31025688896205317e-01, 8.29938323145261281e-01, 8.32064145402679922e-01, 8.26333839354699173e-01, 8.23985824958176960e-01, 8.31775604292921966e-01, 8.20186153221768022e-01, 8.33632049258087537e-01
 1.29000000000000000e+03, 8.33895028023729168e-01, 8.22927786322211419e-01, 8.23923190241005576e-01, 8.27438566240794149e-01, 8.15094682797545045e-01, 8.33921594547505252e-01, 8.29008659941758097e-01, 8.25526748795004428e-01, 8.15417036012743401e-01, 8.35154752767278352e-01
 1.30000000000000000e+03, 8.23688631410442351e-01, 8.25868020512352641e-01, 8.41810689022459258e-01, 8.21990347680900513e-01, 8.32995601582688705e-01, 8.33119733972809695e-01, 8.22054387118272945e-01, 8.33504295135656492e-01, 8.12710172782753593e-01, 8.28458551705102519e-01
 1.31000000000000000e+03, 8.34543579087948295e-01, 8.28157690780034206e-01, 8.31853158728428577e-01, 8.28967210356144846e-01, 8.34114873178679606e-01, 8.21344678825442376e-01, 8.20530855702450657e-01, 8.37615199726952309e-01, 8.19470280834866727e-01, 8.34293441319587492e-01
