"engine.time","0.ikr.IKr","1.ikr.IKr","2.ikr.IKr","3.ikr.IKr","4.ikr.IKr","5.ikr.IKr","6.ikr.IKr","7.ikr.IKr","8.ikr.IKr","9.ikr.IKr"
 1.10000000000000000e+03, 5.05673816382064101e-01, 4.46138078092635171e-01, 4.12787552487606013e-01, 4.24636975757014756e-01, 4.21361411596681890e-01, 4.12555450696696691e-01, 4.18253386570788588e-01, 4.23172023764959104e-01, 4.16560445068298091e-01, 4.24925604501424026e-01
 1.11000000000000000e+03, 5.10231398537742464e-01, 4.64440976144677387e-01, 4.46196695422127587e-01, 4.42928521337192960e-01, 4.45409934566747656e-01, 4.31816502046626194e-01, 4.22361768762201994e-01, 4.51639457790926180e-01, 4.45518134344824346e-01, 4.25088175661460621e-01
 1.12000000000000000e+03, 5.00813917664474917e-01, 4.74106177847961774e-01, 4.48967488776197521e-01, 4.62739622529136918e-01, 4.98779794484181527e-01, 4.56328222097816094e-01, 4.71735743362946047e-01, 4.72932431126254493e-01, 4.69828983527792621e-01, 4.78010034048145294e-01
 1.13000000000000000e+03, 5.24813659920557063e-01, 4.93453669592487543e-01, 4.84899653629551730e-01, 4.73358620603270386e-01, 4.49939706789519223e-01, 4.69373060404021047e-01, 4.54206663508877284e-01, 4.58558112819703767e-01, 4.62728858563993095e-01, 4.83355869013795070e-01
 1.14000000000000000e+03, 5.53106018330890459e-01, 5.12362495160867848e-01, 4.96514767527545087e-01, 4.94156941634881108e-01, 4.85953758816427162e-01, 4.72541072894112457e-01, 4.96837924937891029e-01, 4.58489002782541066e-01, 4.79880013497874125e-01, 4.66196779087440671e-01
 1.15000000000000000e+03, 5.62406919580849651e-01, 5.07513577836195773e-01, 5.13998061792544036e-01, 4.86467866612677047e-01, 5.06273268478328209e-01, 4.72097000729273852e-01, 4.75720788132533490e-01, 4.56666790646083454e-01, 4.87507218803924558e-01, 4.82892613276591554e-01
 1.16000000000000000e+03, 5.51983612797457557e-01, 5.39370804535370896e-01, 4.91831263723963075e-01, 4.94842715601477912e-01, 4.89398125029291975e-01, 4.89202605200586171e-01, 4.97885144671579405e-01, 5.11618693904305033e-01, 4.92119925257388235e-01, 5.04766305618556732e-01
 1.17000000000000000e+03, 5.67046093546496155e-01, 5.29642321684914319e-01, 4.77656188398131343e-01, 5.04437375681101363e-01, 4.91855424872158387e-01, 4.93859663512914937e-01, 4.85704632040590056e-01, 5.08479880672014661e-01, 5.03718543794745122e-01, 4.93633356017433023e-01
 1.18000000000000000e+03, 5.89840018431484925e-01, 5.46204965861204927e-01, 5.18583663415706608e-01, 5.13432766163613330e-01, 5.03745721202503383e-01, 4.96672921804806267e-01, 5.13943276266554339e-01, 4.82584058905835556e-01, 4.99284515188177458e-01, 4.99721943956876913e-01
 1.19000000000000000e+03, 5.75418478929233923e-01, 5.36443230081799283e-01, 5.33447895411592876e-01, 5.11815462895850559e-01, 4.89097198063676519e-01, 5.20645399462923986e-01, 4.88094114538976165e-01, 5.07622035591359766e-01, 5.03929909776152485e-01, 4.99768296222762920e-01
 1.20000000000000000e+03, 5.75846495309210504e-01, 5.37295635766187885e-01, 5.29178121410402214e-01, 5.08545656563416104e-01, 5.16195421923382081e-01, 5.05063618698896821e-01, 4.92356458352135873e-01, 5.11454097408479691e-01, 5.16118507588868125e-01, 4.95344281769063310e-01
 1.21000000000000000e+03, 5.63243182187843749e-01, 5.37849624771218449e-01, 5.26510100149416793e-01, 5.10960205406134960e-01, 5.19232370858211945e-01, 4.84102563400935271e-01, 5.12912432263962770e-01, 5.13535332380367193e-01, 5.04879659561172534e-01, 5.19763376591485082e-01
 1.22000000000000000e+03, 5.74577564443258137e-01, 5.44295662176985551e-01, 5.18236025112856935e-01, 5.14921990301660970e-01, 5.14489000191259316e-01, 4.99208112665926074e-01, 5.09637177351116022e-01, 4.96543694087674847e-01, 4.86660674546382066e-01, 5.18584970775377796e-01
