,fit_Kmax,fit_Ku,fit_Vhalf,error,ref_Kmax,ref_Ku,ref_Vhalf
0,999997.1897110735,1.800007125785056e-05,-0.9999088296929652,6.533405971670701e-08,1000000.0,1.8000000000000017e-05,-1.0
0,1000000.1032657812,0.00027634666230803075,-171.43506803411037,5.550786819372834e-08,1000000.0,0.0002763467610958146,-200.0
0,1000000.1891637048,0.0002763469493785385,-150.65042841672505,4.514496297198791e-08,1000000.0,0.0002763467610958146,-150.25
0,1000000.1822451898,0.00027634662482963667,-100.50021391634216,5.707294015149952e-08,1000000.0,0.0002763467610958146,-100.5
0,999999.9514356944,0.00027634660692431643,-50.74989149588677,4.603045713324742e-08,1000000.0,0.0002763467610958146,-50.75
0,999999.7570897114,0.0002763468776539967,-0.999992807027501,6.08856264777383e-08,1000000.0,0.0002763467610958146,-1.0
0,999999.634736446,0.004242634964663019,-164.26552857656304,2.2617675086972605e-08,1000000.0,0.0042426406871192875,-200.0
0,1000000.0921812229,0.004242643163682271,-150.52879741940515,2.101990685283293e-08,1000000.0,0.0042426406871192875,-150.25
0,999999.7994295652,0.004242636564246474,-100.49959010602922,2.316120404816045e-08,1000000.0,0.0042426406871192875,-100.5
0,1000000.0745748766,0.004242639078768673,-50.75020673344661,1.0116113901808853e-08,1000000.0,0.0042426406871192875,-50.75
0,999999.9392237728,0.004242641819947222,-0.9999993418068285,1.3793426749049276e-08,1000000.0,0.0042426406871192875,-1.0
0,999999.1077666067,0.06513945561586929,-156.5019279413541,4.3746326842587075e-08,1000000.0,0.06513555624326307,-200.0
0,999999.1241169142,0.06513685769896425,-148.32091638125397,3.731454704522363e-08,1000000.0,0.06513555624326307,-150.25
