"engine.time","0.ikr.IKr","1.ikr.IKr","2.ikr.IKr","3.ikr.IKr","4.ikr.IKr","5.ikr.IKr","6.ikr.IKr","7.ikr.IKr","8.ikr.IKr","9.ikr.IKr"
 1.10000000000000000e+03, 2.61819946560149855e-02, 1.53385540480490690e-02, 1.47333821217608355e-02, 1.24762844974623914e-03, 1.24465758714002138e-02, 1.62266284944562779e-02, 2.78459977369792180e-02, 1.22358807966883067e-02, 1.96352887955213336e-02, 1.50002221236650822e-02
 1.11000000000000000e+03, 4.82225431670970373e-02, 1.11444785582064457e-02, 2.44828110973692378e-02, 1.80839077607742801e-02, 8.01451519463756631e-03, 4.44939310290211679e-03, 1.00773382746634430e-02, 4.11738646155040099e-03, 1.25781959543707338e-02, 6.23834684988637100e-03
 1.12000000000000000e+03, 2.85402942830780687e-02, 1.42767316727059577e-02, 1.71400961810395276e-02, 1.92810066145680907e-02, 9.03279174684720396e-03, 1.20120238828320160e-02, 1.20689119231887250e-03, 1.25136763298583156e-02, 1.98670029366376510e-02, 9.92564020013485433e-03
 1.13000000000000000e+03, 4.28021623621441943e-02, 1.38756994051801603e-02, 2.40445445764624205e-02, 2.17698989389836541e-02, 1.78233593188845962e-02, 1.23149585800818081e-02, 1.59814077788242859e-02, 1.16831940945033037e-02, 8.71057276684223183e-03, 2.50766932072801763e-02
 1.14000000000000000e+03, 2.49553500219591509e-02, 1.55272341082049771e-02, 2.27996897104814217e-02, 5.54029066527332061e-03, 2.47480155768269802e-02, 1.43183881445283993e-02, 1.32779038361422498e-02, 2.50978012376290027e-02, 3.10268257490356469e-03, 1.13462174292788213e-02
 1.15000000000000000e+03, 2.94995840306820495e-02, 1.54410819110323214e-02, 1.61981071264954354e-02, 5.87548874010663906e-03, 1.78908503243100855e-02, 9.50752165987103423e-03,-1.14072160944597711e-05, 1.80205723749214952e-02, 1.91007088905742750e-02, 1.46609294460563720e-02
 1.16000000000000000e+03, 3.55090654967754604e-02, 2.01088789984653106e-02, 1.68181010157984479e-02, 1.22380545080425125e-02, 2.03797320501803991e-02, 5.92558168105326074e-03, 5.23380209373055117e-03, 1.30658874311304490e-02, 7.83390480317989329e-03, 1.25563281727672296e-02
 1.17000000000000000e+03, 2.87541264727027637e-02, 2.08370118729411385e-02, 1.74432162337764436e-02, 1.38211927019900264e-02, 1.25782830285694792e-02, 3.66235896791699232e-03, 3.55839380847250419e-03, 2.19981705687635511e-02, 1.76634323051211746e-02, 1.05993318248143228e-02
 1.18000000000000000e+03, 3.38343065885447422e-02, 1.64680189340488774e-02, 1.55763284253678230e-02, 1.65123165038872678e-02, 2.37120905785200529e-02, 1.97410166485512545e-02, 1.51035276218613838e-02, 1.57397930695065656e-02, 6.95666564181951323e-03, 1.87313711230375143e-02
 1.19000000000000000e+03, 3.70363013298885269e-02, 2.60447554710098693e-02, 1.53877294724304708e-02, 2.55519422637914342e-02, 6.19704698969936532e-03, 1.09593707004753127e-02, 1.31136407499005299e-02, 1.36444211609752005e-02, 8.65536891913691597e-03, 7.88806161103106432e-03
 1.20000000000000000e+03, 2.68759171890480750e-02, 3.66051338473913843e-02, 1.81573677366455889e-02, 1.53774537462413163e-02, 2.32404671131631116e-02, 1.34388558593715231e-02, 2.06457877850372770e-02, 1.40114661564383347e-03, 2.59243966688290847e-02, 2.12311394402569936e-02
 1.21000000000000000e+03, 4.05928637269849374e-02, 1.31376015977363106e-02, 2.22590326491055313e-02, 1.37650464163461758e-02, 1.51629899498471644e-02, 5.44905472692002596e-03, 1.85676146208225978e-02, 1.04035621135351829e-02, 1.72667629167912867e-02, 9.30183039301224306e-03
 1.22000000000000000e+03, 3.20659610033354192e-02, 2.90451456384123487e-02, 1.01461223142822084e-02, 1.97499106564209999e-02, 6.54565222070821635e-03, 2.09259975754001563e-02, 1.13417806299162070e-02, 1.46407929580752855e-02, 7.79948249090625483e-03, 1.38616040566239378e-02
 1.23000000000000000e+03, 3.36074076057237825e-02, 1.93924157233414697e-02, 9.48247239463386252e-03, 1.21167492643885939e-02, 1.23018703735039772e-02, 1.76745634920097774e-02, 2.02012199618739619e-04, 3.06387936549600039e-02, 9.41851398000766171e-03, 6.96379656874466287e-03
 1.24000000000000000e+03, 3.20396727593563330e-02, 3.07813030757924169e-02, 1.97497262664389009e-02, 1.42074352464905962e-02, 1.38165416439956241e-02, 2.28754689214854916e-02, 5.52851038236173119e-03, 2.65473633590089034e-02, 6.25419770580601907e-03, 1.27497424406471244e-02
 1.25000000000000000e+03, 2.69985150273872425e-02, 2.26746170990551124e-02, 1.79403158725179729e-02, 1.60587488459392677e-02,-2.42523215295172359e-03, 2.68371483284002808e-03, 9.99519824229908212e-03, 4.90429409952308683e-03, 9.99264864294839919e-03, 9.54994292378755563e-04
 1.26000000000000000e+03, 3.18036955829477316e-02, 1.85199444748746708e-02, 1.57029954966173731e-02, 9.45123456970535167e-03, 5.21339217812676579e-03, 1.42796776876916685e-02, 2.91402125508745738e-02, 9.00513828600785216e-03, 7.11054251835746727e-03, 1.30654818499979439e-02
 1.27000000000000000e+03, 2.95321106991125598e-02, 1.67170548468464041e-02, 1.59347379905249026e-02, 2.52337434936402635e-02, 1.18828292201587134e-02, 2.38497645099295247e-02, 9.35878618748165261e-03, 1.05491943151958048e-02, 2.76800319792241956e-04, 2.51685423105612385e-02
 1.28000000000000000e+03, 2.08460672100346869e-02, 1.21924579786514570e-02, 9.23225909503934059e-03, 2.22421334516723461e-02, 2.20570755522730283e-02, 1.59983331574876687e-02, 6.13886042973849771e-03, 2.19328824274159125e-02, 1.68882616291430622e-02, 1.19847206857506428e-02
 1.29000000000000000e+03, 3.80410965975688520e-02, 1.21778418147075324e-02, 3.10514903287284483e-02, 1.26003641861259334e-02, 5.10015150521143674e-03, 2.27126347889957045e-02, 1.98242874193047848e-02, 2.00235420174216180e-02, 1.97944617411605940e-03, 2.46162149855641485e-02
 1.30000000000000000e+03, 3.14254923857288926e-02, 1.24120914865976373e-02, 2.14897035215678225e-02, 1.02511377030967618e-02, 2.53411791113669904e-02, 2.46881340033097488e-02, 2.21475900758231065e-02, 1.28214265163205943e-02, 5.67185658507168497e-04, 1.52944461380055165e-03
 1.31000000000000000e+03, 3.92706753888420121e-02, 2.23573757385107409e-02, 1.18301930975358450e-02, 1.29753635654327494e-02, 1.03711213047957655e-03, 9.33253385727536577e-03,-2.99474921196908606e-03, 1.44560954667066425e-02,-3.16390220044405687e-03, 1.72529944604977205e-02
