"time","ikr.IKr"
 1.93000000000000000e+03, 8.16997851914567197e-01
 1.94000000000000000e+03, 8.36959519565487420e-01
 1.95000000000000000e+03, 8.39649919117299470e-01
 1.96000000000000000e+03, 8.34916993470488089e-01
 1.97000000000000000e+03, 8.25949546872449591e-01
 1.98000000000000000e+03, 8.20070083371040148e-01
 1.99000000000000000e+03, 8.34096431130098681e-01
 2.00000000000000000e+03, 8.24476082184715908e-01
 2.01000000000000000e+03, 8.35205189839177464e-01
 2.02000000000000000e+03, 8.28511671660582705e-01
 2.03000000000000000e+03, 8.33582877339260730e-01
 2.04000000000000000e+03, 8.29489081187293142e-01
 2.05000000000000000e+03, 8.31800449308988554e-01
 2.06000000000000000e+03, 8.27206369876407943e-01
 2.07000000000000000e+03, 8.38923818280225331e-01
 2.08000000000000000e+03, 8.27974695943910044e-01
 2.09000000000000000e+03, 8.29790208552149244e-01
 2.10000000000000000e+03, 8.39565875270363082e-01
 2.11000000000000000e+03, 8.18241872003637516e-01
 2.12000000000000000e+03, 8.18751883611810949e-01
 2.13000000000000000e+03, 8.33535105837285628e-01
 2.14000000000000000e+03, 8.19394476161914631e-01
 2.15000000000000000e+03, 8.39964993554752515e-01
 2.16000000000000000e+03, 8.24407211450161603e-01
 2.17000000000000000e+03, 8.22203897706983211e-01
 2.18000000000000000e+03, 8.39828519135246032e-01
 2.19000000000000000e+03, 8.36908501021014328e-01
 2.20000000000000000e+03, 8.39462993260304713e-01
 2.21000000000000000e+03, 8.33116998392064989e-01
 2.22000000000000000e+03, 8.21453012136566518e-01
 2.23000000000000000e+03, 8.39743530283414863e-01
 2.24000000000000000e+03, 8.25368282132238562e-01
 2.25000000000000000e+03, 8.32433319361711943e-01
 2.26000000000000000e+03, 8.33388972777691417e-01
 2.27000000000000000e+03, 8.26114045561343824e-01
 2.28000000000000000e+03, 8.31190038004085974e-01
 2.29000000000000000e+03, 8.33223679610998302e-01
 2.30000000000000000e+03, 8.29621524755872142e-01
 2.31000000000000000e+03, 8.19881070756463770e-01
 2.32000000000000000e+03, 8.29105486482232035e-01
 2.33000000000000000e+03, 8.35891258606257459e-01
 2.34000000000000000e+03, 8.22552959338035294e-01
 2.35000000000000000e+03, 8.26149519542134003e-01
 2.36000000000000000e+03, 8.24265094242889074e-01
 2.37000000000000000e+03, 8.39342248321304774e-01
 2.38000000000000000e+03, 8.31574252961914340e-01
 2.39000000000000000e+03, 8.29826355327237697e-01
 2.40000000000000000e+03, 8.22055660513019704e-01
 2.41000000000000000e+03, 8.30696150377724485e-01
 2.42000000000000000e+03, 8.22686508937709893e-01
 2.43000000000000000e+03, 8.27347184591856410e-01
 2.44000000000000000e+03, 8.22940516776680231e-01
 2.45000000000000000e+03, 8.31601558152945342e-01
 2.46000000000000000e+03, 8.30942595631248282e-01
 2.47000000000000000e+03, 8.25762323081285055e-01
 2.48000000000000000e+03, 8.29750737797610882e-01
 2.49000000000000000e+03, 8.19922886181403521e-01
 2.50000000000000000e+03, 8.17294790712007835e-01
 2.51000000000000000e+03, 8.30037074798953167e-01
 2.52000000000000000e+03, 8.28237133471974030e-01
 2.53000000000000000e+03, 8.31328294827560987e-01
 2.54000000000000000e+03, 8.42865841935086180e-01
 2.55000000000000000e+03, 8.33370650274309788e-01
 2.56000000000000000e+03, 8.21112458401853096e-01
 2.57000000000000000e+03, 8.34509392240616044e-01
 2.58000000000000000e+03, 8.18452095119356127e-01
 2.59000000000000000e+03, 8.24090624973319752e-01
 2.60000000000000000e+03, 8.26686688191311192e-01
 2.61000000000000000e+03, 8.38445144261073416e-01
 2.62000000000000000e+03, 8.22221700079921347e-01
 2.63000000000000000e+03, 8.21682587257965502e-01
 2.64000000000000000e+03, 8.26487294764660207e-01
 2.65000000000000000e+03, 8.22758124658127921e-01
 2.66000000000000000e+03, 8.34572878469941992e-01
 2.67000000000000000e+03, 8.20009533582366945e-01
 2.68000000000000000e+03, 8.19563788706475393e-01
 2.69000000000000000e+03, 8.24247469554410084e-01
 2.70000000000000000e+03, 8.23850067214957349e-01
 2.71000000000000000e+03, 8.39871992468862572e-01
 2.72000000000000000e+03, 8.33403257751788695e-01
 2.73000000000000000e+03, 8.27714918123817589e-01
 2.74000000000000000e+03, 8.19049205007104986e-01
 2.75000000000000000e+03, 8.32709874576379461e-01
 2.76000000000000000e+03, 8.20535657144063735e-01
 2.77000000000000000e+03, 8.16941588710692113e-01
 2.78000000000000000e+03, 8.34978074103347345e-01
 2.79000000000000000e+03, 8.29228898252656332e-01
 2.80000000000000000e+03, 8.33214744810691688e-01
 2.81000000000000000e+03, 8.29240678666528286e-01
 2.82000000000000000e+03, 8.32792157806532263e-01
 2.83000000000000000e+03, 8.22840306494491580e-01
 2.84000000000000000e+03, 8.20311072332145064e-01
 2.85000000000000000e+03, 8.31635598625507177e-01
 2.86000000000000000e+03, 8.21834570781426854e-01
 2.87000000000000000e+03, 8.22586045839072466e-01
 2.88000000000000000e+03, 8.24130559707306642e-01
 2.89000000000000000e+03, 8.27252436593355567e-01
 2.90000000000000000e+03, 8.24800714301681892e-01
 2.91000000000000000e+03, 8.18062395614380433e-01
 2.92000000000000000e+03, 8.22889192793970436e-01
 2.93000000000000000e+03, 8.12462613620381746e-01
 2.94000000000000000e+03, 8.31263602248829780e-01
 2.95000000000000000e+03, 8.16563494470548323e-01
 2.96000000000000000e+03, 8.19848145365267178e-01
 2.97000000000000000e+03, 8.27481365422922832e-01
 2.98000000000000000e+03, 8.22255960708210831e-01
 2.99000000000000000e+03, 8.37320973492882148e-01
 3.00000000000000000e+03, 8.18604222335962417e-01
 3.01000000000000000e+03, 8.28899614556840580e-01
 3.02000000000000000e+03, 8.26877812849966753e-01
 3.03000000000000000e+03, 8.19427662226008269e-01
 3.04000000000000000e+03, 8.30590705137032814e-01
 3.05000000000000000e+03, 8.26004873264248984e-01
 3.06000000000000000e+03, 8.32230896568266654e-01
 3.07000000000000000e+03, 8.32572206234283851e-01
 3.08000000000000000e+03, 8.41414435979947251e-01
 3.09000000000000000e+03, 8.35958163087029416e-01
 3.10000000000000000e+03, 8.24700478406645066e-01
 3.11000000000000000e+03, 8.25557175892419504e-01
 3.12000000000000000e+03, 8.34394831736449127e-01
 3.13000000000000000e+03, 8.31461818978133316e-01
 3.14000000000000000e+03, 8.31361946392752960e-01
 3.15000000000000000e+03, 8.16465168407355280e-01
 3.16000000000000000e+03, 8.26976525873003077e-01
 3.17000000000000000e+03, 8.22266074303217631e-01
 3.18000000000000000e+03, 8.28984580684087646e-01
 3.19000000000000000e+03, 8.26489285802452622e-01
 3.20000000000000000e+03, 8.33144259229245843e-01
 3.21000000000000000e+03, 8.29230718736659322e-01
 3.22000000000000000e+03, 8.32326843166479424e-01
 3.23000000000000000e+03, 8.24058712698646167e-01
 3.24000000000000000e+03, 8.20903733589744666e-01
 3.25000000000000000e+03, 8.24430751067306566e-01
 3.26000000000000000e+03, 8.27024744497311004e-01
 3.27000000000000000e+03, 8.29639480893306636e-01
 3.28000000000000000e+03, 8.42048518747321006e-01
 3.29000000000000000e+03, 8.26858182730969449e-01
 3.30000000000000000e+03, 8.20827843213673858e-01
 3.31000000000000000e+03, 8.24853600808913789e-01
 3.32000000000000000e+03, 8.24077347434853946e-01
 3.33000000000000000e+03, 8.30314858961574975e-01
 3.34000000000000000e+03, 8.16967821335429334e-01
 3.35000000000000000e+03, 8.27554611150416397e-01
 3.36000000000000000e+03, 8.28170025233269325e-01
 3.37000000000000000e+03, 8.28669477014926992e-01
 3.38000000000000000e+03, 8.23194796213290947e-01
 3.39000000000000000e+03, 8.25566798943658253e-01
 3.40000000000000000e+03, 8.17738280450927446e-01
 3.41000000000000000e+03, 8.23881171309006510e-01
 3.42000000000000000e+03, 8.23554196885006862e-01
 3.43000000000000000e+03, 8.29883013017944204e-01
 3.44000000000000000e+03, 8.19506278746723549e-01
 3.45000000000000000e+03, 8.32292990350237405e-01
 3.46000000000000000e+03, 8.37000680952718179e-01
 3.47000000000000000e+03, 8.13475181871876063e-01
 3.48000000000000000e+03, 8.29950390735604060e-01
 3.49000000000000000e+03, 8.31604676216630478e-01
 3.50000000000000000e+03, 8.22929998887054093e-01
 3.51000000000000000e+03, 8.24515089348548336e-01
 3.52000000000000000e+03, 8.26260071575462107e-01
 3.53000000000000000e+03, 8.25171663644746589e-01
 3.54000000000000000e+03, 8.25097597911039649e-01
 3.55000000000000000e+03, 8.16075458439462498e-01
 3.56000000000000000e+03, 8.34742471939681874e-01
 3.57000000000000000e+03, 8.34262566366658520e-01
 3.58000000000000000e+03, 8.21768879591645907e-01
 3.59000000000000000e+03, 8.17458683177997414e-01
 3.60000000000000000e+03, 8.30576111960950714e-01
 3.61000000000000000e+03, 8.23336883206079673e-01
 3.62000000000000000e+03, 8.28073974710707317e-01
 3.63000000000000000e+03, 8.25029516300884058e-01
 3.64000000000000000e+03, 8.31701239627510081e-01
 3.65000000000000000e+03, 8.31722428229981436e-01
 3.66000000000000000e+03, 8.22348141190243132e-01
 3.67000000000000000e+03, 8.18006881783439055e-01
 3.68000000000000000e+03, 8.16689690469012852e-01
 3.69000000000000000e+03, 8.31165587861662836e-01
 3.70000000000000000e+03, 8.19290612925822059e-01
 3.71000000000000000e+03, 8.23792096155884002e-01
 3.72000000000000000e+03, 8.23201411506864988e-01
 3.73000000000000000e+03, 8.26790140070874147e-01
 3.74000000000000000e+03, 8.14357637572419746e-01
 3.75000000000000000e+03, 8.28383023093645532e-01
 3.76000000000000000e+03, 8.30594765174864635e-01
 3.77000000000000000e+03, 8.27720670253666357e-01
 3.78000000000000000e+03, 8.25085235806341633e-01
 3.79000000000000000e+03, 8.27779925695980245e-01
 3.80000000000000000e+03, 8.29770790537467384e-01
 3.81000000000000000e+03, 8.08837972519951487e-01
 3.82000000000000000e+03, 8.40046106001342774e-01
 3.83000000000000000e+03, 8.29711700749452441e-01
 3.84000000000000000e+03, 8.22831188226991750e-01
 3.85000000000000000e+03, 8.24556792643659331e-01
 3.86000000000000000e+03, 8.30395780697578023e-01
 3.87000000000000000e+03, 8.26370799014553903e-01
 3.88000000000000000e+03, 8.13734567567769074e-01
 3.89000000000000000e+03, 8.40762737980790598e-01
 3.90000000000000000e+03, 8.26407516796429653e-01
 3.91000000000000000e+03, 8.33870225067393611e-01
 3.92000000000000000e+03, 8.22569556208064823e-01
 3.93000000000000000e+03, 8.37277173792211005e-01
 3.94000000000000000e+03, 8.29026953608906325e-01
 3.95000000000000000e+03, 8.31155454594972531e-01
 3.96000000000000000e+03, 8.20238413093177798e-01
 3.97000000000000000e+03, 8.35130644240969722e-01
 3.98000000000000000e+03, 8.31689885231219783e-01
 3.99000000000000000e+03, 8.35729270473462793e-01
 4.00000000000000000e+03, 8.22991707474467260e-01
 4.01000000000000000e+03, 8.23962306392660104e-01
 4.02000000000000000e+03, 8.42342935582153451e-01
 4.03000000000000000e+03, 8.20140980946861275e-01
 4.04000000000000000e+03, 8.26239817348083605e-01
 4.05000000000000000e+03, 8.34640568357735479e-01
 4.06000000000000000e+03, 8.27782070139640225e-01
 4.07000000000000000e+03, 8.30984579623332831e-01
 4.08000000000000000e+03, 8.24500721724046426e-01
 4.09000000000000000e+03, 8.29579454153083984e-01
 4.10000000000000000e+03, 8.18514008043742192e-01
 4.11000000000000000e+03, 8.38080747718283114e-01
 4.12000000000000000e+03, 8.26357202498172461e-01
 4.13000000000000000e+03, 8.22647909008377032e-01
 4.14000000000000000e+03, 8.31535213450326438e-01
 4.15000000000000000e+03, 8.24096334461642543e-01
 4.16000000000000000e+03, 8.18330979091878352e-01
 4.17000000000000000e+03, 8.18248749404748343e-01
 4.18000000000000000e+03, 8.31715987685695435e-01
 4.19000000000000000e+03, 8.26083900116063807e-01
 4.20000000000000000e+03, 8.26254654438773106e-01
 4.21000000000000000e+03, 8.34250193771558290e-01
 4.22000000000000000e+03, 8.19700034228531993e-01
 4.23000000000000000e+03, 8.22314611306218968e-01
 4.24000000000000000e+03, 8.24596877637826409e-01
 4.25000000000000000e+03, 8.27759804837839064e-01
 4.26000000000000000e+03, 8.26858752842621558e-01
 4.27000000000000000e+03, 8.25243629023000635e-01
 4.28000000000000000e+03, 8.26730350309418327e-01
 4.29000000000000000e+03, 8.26428869809045064e-01
 4.30000000000000000e+03, 8.22387695736283453e-01
 4.31000000000000000e+03, 8.21771331043268494e-01
 4.32000000000000000e+03, 8.28948892794544756e-01
 4.33000000000000000e+03, 8.21257045350478943e-01
 4.34000000000000000e+03, 8.19498540251113794e-01
 4.35000000000000000e+03, 8.25075956166709368e-01
 4.36000000000000000e+03, 8.26096482778664321e-01
 4.37000000000000000e+03, 8.42031460227561923e-01
 4.38000000000000000e+03, 8.22486063383632282e-01
 4.39000000000000000e+03, 8.33362606046812893e-01
 4.40000000000000000e+03, 8.32068528324337087e-01
 4.41000000000000000e+03, 8.19290048669655491e-01
 4.42000000000000000e+03, 8.32240555079112321e-01
 4.43000000000000000e+03, 8.19323473256075796e-01
 4.44000000000000000e+03, 8.09586548762510905e-01
 4.45000000000000000e+03, 8.31138794444840401e-01
 4.46000000000000000e+03, 8.15548207783000190e-01
 4.47000000000000000e+03, 8.30113253130070117e-01
 4.48000000000000000e+03, 8.22622613804388614e-01
 4.49000000000000000e+03, 8.38090121030452107e-01
 4.50000000000000000e+03, 8.34189247856070626e-01
 4.51000000000000000e+03, 8.24144739558993256e-01
 4.52000000000000000e+03, 8.22597357674291874e-01
 4.53000000000000000e+03, 8.19124175088170037e-01
 4.54000000000000000e+03, 8.24226996615811669e-01
 4.55000000000000000e+03, 8.25286739759917842e-01
 4.56000000000000000e+03, 8.24730108673184747e-01
 4.57000000000000000e+03, 8.28171331547843059e-01
 4.58000000000000000e+03, 8.30955328023773032e-01
 4.59000000000000000e+03, 8.29444805589475753e-01
 4.60000000000000000e+03, 8.22093736308938117e-01
 4.61000000000000000e+03, 8.17647662511871487e-01
 4.62000000000000000e+03, 8.36142996467520438e-01
 4.63000000000000000e+03, 8.22586721681938471e-01
 4.64000000000000000e+03, 8.22831948569162197e-01
 4.65000000000000000e+03, 8.23697236895152618e-01
 4.66000000000000000e+03, 8.14972827351754137e-01
 4.67000000000000000e+03, 8.23982457981410121e-01
 4.68000000000000000e+03, 8.23971358059755521e-01
 4.69000000000000000e+03, 8.31231451224247242e-01
 4.70000000000000000e+03, 8.31746903661102044e-01
 4.71000000000000000e+03, 8.27161974365617891e-01
 4.72000000000000000e+03, 8.33287285786298959e-01
 4.73000000000000000e+03, 8.29380855428570540e-01
 4.74000000000000000e+03, 8.27033584616084338e-01
 4.75000000000000000e+03, 8.28199212479449831e-01
 4.76000000000000000e+03, 8.25878773525906107e-01
 4.77000000000000000e+03, 8.24531079804625477e-01
 4.78000000000000000e+03, 8.25370045266290653e-01
 4.79000000000000000e+03, 8.19692211833474516e-01
 4.80000000000000000e+03, 8.28988001886491355e-01
 4.81000000000000000e+03, 8.20582470808337239e-01
 4.82000000000000000e+03, 8.32691852991268244e-01
 4.83000000000000000e+03, 8.25490660026071410e-01
 4.84000000000000000e+03, 8.27463753539616875e-01
 4.85000000000000000e+03, 8.30396409388614698e-01
 4.86000000000000000e+03, 8.31382962137851123e-01
 4.87000000000000000e+03, 8.16770972173571863e-01
 4.88000000000000000e+03, 8.25771522408828451e-01
 4.89000000000000000e+03, 8.32946267491043502e-01
 4.90000000000000000e+03, 8.15929588261698480e-01
 4.91000000000000000e+03, 8.29693137805040948e-01
 4.92000000000000000e+03, 8.12250362749702748e-01
 4.93000000000000000e+03, 8.20388541490927437e-01
 4.94000000000000000e+03, 8.27392048295073956e-01
 4.95000000000000000e+03, 8.16202766970451576e-01
 4.96000000000000000e+03, 8.20632715768750409e-01
 4.97000000000000000e+03, 8.17422975578736555e-01
 4.98000000000000000e+03, 8.38014777169937997e-01
 4.99000000000000000e+03, 8.28220989791797813e-01
 5.00000000000000000e+03, 8.30881202426463683e-01
 5.01000000000000000e+03, 8.25667430915132172e-01
 5.02000000000000000e+03, 8.24804437021471992e-01
 5.03000000000000000e+03, 8.16468356901751457e-01
 5.04000000000000000e+03, 8.25210959935132493e-01
 5.05000000000000000e+03, 8.22111237912573234e-01
 5.06000000000000000e+03, 8.32799384390962238e-01
 5.07000000000000000e+03, 8.34668358789517062e-01
 5.08000000000000000e+03, 8.36816505970152447e-01
 5.09000000000000000e+03, 8.32763929224433985e-01
 5.10000000000000000e+03, 8.23185970415766577e-01
 5.11000000000000000e+03, 8.19772166266429347e-01
 5.12000000000000000e+03, 8.32197063345776589e-01
 5.13000000000000000e+03, 8.29488618914228648e-01
 5.14000000000000000e+03, 8.15464732515276958e-01
 5.15000000000000000e+03, 8.29483266091529559e-01
 5.16000000000000000e+03, 8.32512917056357216e-01
 5.17000000000000000e+03, 8.27525995083894017e-01
 5.18000000000000000e+03, 8.25915731932833075e-01
 5.19000000000000000e+03, 8.21806606108267501e-01
 5.20000000000000000e+03, 8.17589957073299178e-01
 5.21000000000000000e+03, 8.32419052518785119e-01
 5.22000000000000000e+03, 8.25096930679212637e-01
 5.23000000000000000e+03, 8.25596206008923694e-01
 5.24000000000000000e+03, 8.38573045768025938e-01
 5.25000000000000000e+03, 8.31654793197719400e-01
 5.26000000000000000e+03, 8.29584530857834457e-01
 5.27000000000000000e+03, 8.28074693719386579e-01
 5.28000000000000000e+03, 8.37169051840817913e-01
 5.29000000000000000e+03, 8.38486375142165175e-01
 5.30000000000000000e+03, 8.33271819401279146e-01
 5.31000000000000000e+03, 8.30979767919877488e-01
 5.32000000000000000e+03, 8.13312705296669436e-01
 5.33000000000000000e+03, 8.27953650149391152e-01
 5.34000000000000000e+03, 8.26278379565432819e-01
 5.35000000000000000e+03, 8.27757176723558752e-01
 5.36000000000000000e+03, 8.33361189531286572e-01
 5.37000000000000000e+03, 8.09055215995692523e-01
 5.38000000000000000e+03, 8.23379625689267036e-01
 5.39000000000000000e+03, 8.28918453926647647e-01
 5.40000000000000000e+03, 8.24055904520799798e-01
 5.41000000000000000e+03, 8.17785504717665646e-01
 5.42000000000000000e+03, 8.32872244016210184e-01
 5.43000000000000000e+03, 8.28964439518509510e-01
 5.44000000000000000e+03, 8.20727794711066494e-01
 5.45000000000000000e+03, 8.29214878360720831e-01
 5.46000000000000000e+03, 8.32559550444202823e-01
 5.47000000000000000e+03, 8.27172016142849187e-01
 5.48000000000000000e+03, 8.32420812311358671e-01
 5.49000000000000000e+03, 8.27653601695062857e-01
 5.50000000000000000e+03, 8.24528573182600422e-01
 5.51000000000000000e+03, 8.19484908987844651e-01
 5.52000000000000000e+03, 8.26569941260877350e-01
 5.53000000000000000e+03, 8.28419417639639444e-01
 5.54000000000000000e+03, 8.32917580437893434e-01
 5.55000000000000000e+03, 8.26377374938555009e-01
 5.56000000000000000e+03, 8.30156027250575690e-01
 5.57000000000000000e+03, 8.20770644977613650e-01
 5.58000000000000000e+03, 8.21971731858326837e-01
 5.59000000000000000e+03, 8.26408514931535998e-01
 5.60000000000000000e+03, 8.20176536460930250e-01
 5.61000000000000000e+03, 8.32550720067484762e-01
 5.62000000000000000e+03, 8.30193744532348177e-01
 5.63000000000000000e+03, 8.28979116421331819e-01
 5.64000000000000000e+03, 8.29373851620055946e-01
 5.65000000000000000e+03, 8.40475971916512465e-01
 5.66000000000000000e+03, 8.24042580787006762e-01
 5.67000000000000000e+03, 8.12607571959951591e-01
 5.68000000000000000e+03, 8.28452465760232348e-01
 5.69000000000000000e+03, 8.26803101106622029e-01
 5.70000000000000000e+03, 8.23721458812446516e-01
 5.71000000000000000e+03, 8.20676807437086264e-01
 5.72000000000000000e+03, 8.24238433680591909e-01
 5.73000000000000000e+03, 8.28333918172748263e-01
 5.74000000000000000e+03, 8.23818494330887496e-01
 5.75000000000000000e+03, 8.43059278855127325e-01
 5.76000000000000000e+03, 8.20797755666162976e-01
 5.77000000000000000e+03, 8.21902510005667053e-01
 5.78000000000000000e+03, 8.12032192349830706e-01
 5.79000000000000000e+03, 8.28796881767250415e-01
 5.80000000000000000e+03, 8.13828800898604432e-01
 5.81000000000000000e+03, 8.23576684075578491e-01
 5.82000000000000000e+03, 8.25317659141310833e-01
 5.83000000000000000e+03, 8.22452880108174078e-01
 5.84000000000000000e+03, 8.38613644367109168e-01
 5.85000000000000000e+03, 8.33700087691530478e-01
 5.86000000000000000e+03, 8.35843388105170115e-01
 5.87000000000000000e+03, 8.21313120531674712e-01
 5.88000000000000000e+03, 8.34585805572217510e-01
 5.89000000000000000e+03, 8.30410691004401569e-01
 5.90000000000000000e+03, 8.32228364031701529e-01
 5.91000000000000000e+03, 8.33931381052096299e-01
 5.92000000000000000e+03, 8.21139247370288983e-01
 5.93000000000000000e+03, 8.24336588506445977e-01
 5.94000000000000000e+03, 8.32830218490742236e-01
 5.95000000000000000e+03, 8.09609998813206944e-01
 5.96000000000000000e+03, 8.37125050182484509e-01
 5.97000000000000000e+03, 8.30787756471724204e-01
 5.98000000000000000e+03, 8.26835438717842153e-01
 5.99000000000000000e+03, 8.28592435396235505e-01
 6.00000000000000000e+03, 8.20339512008230187e-01
 6.01000000000000000e+03, 8.24827458681405612e-01
 6.02000000000000000e+03, 8.34398961529365102e-01
 6.03000000000000000e+03, 8.35704029923673541e-01
 6.04000000000000000e+03, 8.44932163662242663e-01
 6.05000000000000000e+03, 8.26649182126667936e-01
 6.06000000000000000e+03, 8.22790635351793864e-01
 6.07000000000000000e+03, 8.23743140765884174e-01
 6.08000000000000000e+03, 8.20418008572365465e-01
 6.09000000000000000e+03, 8.26623243568019306e-01
 6.10000000000000000e+03, 8.29663119003069549e-01
 6.11000000000000000e+03, 8.26911085921030131e-01
 6.12000000000000000e+03, 8.34372974161280756e-01
 6.13000000000000000e+03, 8.25591260698150697e-01
 6.14000000000000000e+03, 8.24843910687464987e-01
 6.15000000000000000e+03, 8.23300713053401356e-01
 6.16000000000000000e+03, 8.16361697134048492e-01
 6.17000000000000000e+03, 8.16789818033069936e-01
 6.18000000000000000e+03, 8.19354642677399436e-01
 6.19000000000000000e+03, 8.35726510298490655e-01
 6.20000000000000000e+03, 8.33045802832264815e-01
 6.21000000000000000e+03, 8.36211847874865910e-01
 6.22000000000000000e+03, 8.18344488121622193e-01
 6.23000000000000000e+03, 8.14144162094424750e-01
 6.24000000000000000e+03, 8.22780713338986835e-01
 6.25000000000000000e+03, 8.28297490148277693e-01
 6.26000000000000000e+03, 8.30428440875374041e-01
 6.27000000000000000e+03, 8.34053701294596106e-01
 6.28000000000000000e+03, 8.29013330896565481e-01
 6.29000000000000000e+03, 8.38638699025388457e-01
 6.30000000000000000e+03, 8.25667887582418936e-01
 6.31000000000000000e+03, 8.21110762241011094e-01
 6.32000000000000000e+03, 8.16041044861025910e-01
 6.33000000000000000e+03, 8.21269874122854016e-01
 6.34000000000000000e+03, 8.28735063631573565e-01
 6.35000000000000000e+03, 8.21271531393118481e-01
 6.36000000000000000e+03, 8.33319585353358594e-01
 6.37000000000000000e+03, 8.36458447956039186e-01
 6.38000000000000000e+03, 8.11497811523655743e-01
 6.39000000000000000e+03, 8.32839830283187643e-01
 6.40000000000000000e+03, 8.12355698314280672e-01
 6.41000000000000000e+03, 8.29786978866381530e-01
 6.42000000000000000e+03, 8.35221230827594252e-01
 6.43000000000000000e+03, 8.27565135406707064e-01
 6.44000000000000000e+03, 8.18691136562407773e-01
 6.45000000000000000e+03, 8.23273239157831238e-01
 6.46000000000000000e+03, 8.25410225164674438e-01
