,Kmax,error_Kmax,Ku,error_Ku,Vhalf,error_Vhalf
0,46460.0,0.00954774681356494,0.0007927,0.009546305242115857,-100.0,0.009546734379079406
1,65285.21141127848,0.013262705536678224,0.001050152595417805,0.009582660913536729,-90.625,0.009547036978134932
2,153174.04637020797,0.03131557682138559,0.0017140366151110321,0.00977931743540593,-80.66666666666666,0.00958888857835034
3,359381.36638046254,0.03470767961729664,0.002797613918929973,0.010029243812855596,-70.70833333333331,0.009807674572579732
4,843190.9292866251,0.03589485745068429,0.0045662056285091235,0.01025786641223485,-60.75,0.01005689447575229
5,1978318.8827841622,0.0363711149645077,0.007452863206300876,0.01043312369292216,-50.79166666666666,0.010159221889967398
6,4641588.833612773,0.0365693808228122,0.012164403991146804,0.010550271348698681,-40.833333333333314,0.010188808415855226
7,10890229.622637283,0.03665321186824249,0.019854480132511714,0.01061975472276689,-30.875,0.010204818575678686
8,25550970.903525017,0.036688730747276375,0.032406058004913314,0.010656305721749712,-20.916666666666657,0.010247736522912278
9,59948425.03189409,0.03930841846453219,0.052892475069048976,0.010673460711328239,-10.958333333333314,0.010433743065678545
10,140652724.21052334,0.0657786052502832,0.08632996702362894,0.010681044841486513,-1.0,0.011259880006318945
11,330003479.1125275,0.11769131137034476,0.1409059265343785,0.010684512230242454,-0.75,0.011298612057559655
12,774263682.6811278,0.17732661680453407,0.2299836408726694,0.010686212617242324,-0.5,0.011338539797191365
13,1816599788.3753285,0.2157482400496281,0.37537438183016497,0.010687156810392808,-0.25,0.011379673786256117
14,4262158829.015325,0.23444646491397425,0.6126780409237506,0.010687641859370258,-100.58333333333331,0.009546810394383065
15,10000000000.0,0.2483527779310131,1.0,0.01068792540348363,-110.54166666666666,0.009547679865756605
16,27825.59402207126,0.011697579095441963,0.0006434054348315729,0.009580830479855505,-120.5,0.009547937603912876
17,11859.710123376683,0.027464680596490983,0.00039420038133230193,0.010002217886018154,-130.45833333333331,0.009548000575935089
18,5054.796821191236,0.05157060730080223,0.0002415179173660704,0.01095556781039811,-140.41666666666666,0.00954801459187201
19,2154.4346900318824,0.08912606551181892,0.0001479727244598283,0.012231252108912306,-150.375,0.009548017739780805
20,918.2542835656282,0.14008135065196448,9.065963893219754e-05,0.013885458571837584,-160.33333333333331,0.009548019160022465
21,391.3745601980384,0.19154937511605885,5.554516997183338e-05,0.016024202950476973,-170.29166666666666,0.009548019098148272
22,166.81005372000593,0.22998200498998916,3.403130592111961e-05,0.018644185620099535,-180.25,0.009548019456611911
23,71.09709432312431,0.25486541483618746,2.08502338418284e-05,0.021697892826575048,-190.20833333333331,0.009548018980125913
24,30.30271082866396,0.27439386990391584,1.2774480423013536e-05,0.024974433550950293,-200.16666666666666,0.009548019194954918
25,12.91549665014884,0.29851448828699645,7.826643639390738e-06,0.02809184253127251,-210.125,0.009548019320073443
26,5.50478980785497,0.33566164617303706,4.79521269199025e-06,0.03071502306239167,-220.08333333333334,0.009548018954424371
27,2.346228848142263,0.38632883267917434,2.9379215179412907e-06,0.03271065739613793,-230.04166666666666,0.009548019316554768
28,1.0,0.43783580279589795,1.8000000000000016e-06,0.03412097761587912,-240.0,0.009548019188733237
