,Kmax,error_Kmax,Ku,error_Ku,Vhalf,error_Vhalf
0,9.997,0.01055211202811275,0.0004161,0.010551410815003244,-199.5,0.010551067716973174
1,12.91549665014884,0.01808158910716834,0.0006434054348315729,0.012401622775229758,-190.20833333333331,0.010551067568456602
2,30.30271082866396,0.045307298907132525,0.001050152595417805,0.01558049403281317,-180.25,0.010551067504207269
3,71.09709432312431,0.06259050197166288,0.0017140366151110321,0.0183133317382006,-170.29166666666666,0.010551067662221155
4,166.81005372000593,0.0680806304451749,0.002797613918929973,0.020379286332717003,-160.33333333333331,0.01055106748307787
5,391.3745601980384,0.06997391899690775,0.0045662056285091235,0.021806224158842247,-150.375,0.010551066280383083
6,918.2542835656282,0.07067858696965665,0.007452863206300876,0.022716325766336955,-140.41666666666666,0.010551061560928117
7,2154.4346900318824,0.07096223214056294,0.012164403991146804,0.023260024903072385,-130.45833333333331,0.01055104312667939
8,5054.796821191236,0.07108033826414194,0.019854480132511714,0.02356299875014451,-120.5,0.010550971632406404
9,11859.710123376683,0.07151145134990226,0.032406058004913314,0.023718967496008936,-110.54166666666666,0.010550832182891292
10,27825.59402207126,0.07475104249912463,0.052892475069048976,0.0237958705400386,-100.58333333333331,0.010553343596480613
11,65285.21141127848,0.08302134867408248,0.08632996702362894,0.023834935240516456,-90.625,0.010613467193976909
12,153174.04637020797,0.10116039484614969,0.1409059265343785,0.023856132043580874,-80.66666666666666,0.011256417198706275
13,359381.36638046254,0.13680445398413313,0.2299836408726694,0.02386824993613047,-70.70833333333331,0.013171285198934629
14,843190.9292866251,0.19395061434960673,0.37537438183016497,0.02387538621004958,-60.75,0.014707102061590309
15,1978318.8827841622,0.25587930160734323,0.6126780409237506,0.023879659428234563,-50.79166666666666,0.01525727699050352
16,4641588.833612773,0.29462821422948726,1.0,0.023882248239666816,-40.833333333333314,0.01541028967524239
17,10890229.622637283,0.3133482233767495,0.00039420038133230193,0.010600619207971116,-30.875,0.0154913727684351
18,25550970.903525017,0.3273980601024801,0.0002415179173660704,0.013042266226515189,-20.916666666666657,0.01570369934428081
19,59948425.03189409,0.3472730247148031,0.0001479727244598283,0.016086053081475548,-10.958333333333314,0.01657230460080488
20,140652724.21052334,0.38282373101765993,9.065963893219754e-05,0.019426568578009458,-1.0,0.01986804417164179
21,330003479.1125275,0.4394089507374611,5.554516997183338e-05,0.02361645226859104,-0.75,0.020009370219550154
22,774263682.6811278,0.5015858921256644,3.403130592111961e-05,0.028823297449568356,-0.5,0.020154220557375528
23,1816599788.3753285,0.5411499220117779,2.08502338418284e-05,0.034858233893045,-0.25,0.020302617016382363
24,4262158829.015325,0.5602294438419875,1.2774480423013536e-05,0.04136683454258425,-200.16666666666666,0.010551067652514134
25,10000000000.0,0.57425349213077,7.826643639390738e-06,0.04792543797991363,-210.125,0.010551067881433115
26,5.50478980785497,0.03764897277327406,4.79521269199025e-06,0.05401995061376215,-220.08333333333334,0.010551067622075526
27,2.346228848142263,0.0889247396761876,2.9379215179412907e-06,0.059164064293195595,-230.04166666666666,0.01055106792806075
28,1.0,0.13517727786903636,1.8000000000000016e-06,0.06311843236016434,-240.0,0.010551067456919238
