,Kmax,error_Kmax,Ku,error_Ku,Vhalf,error_Vhalf
0,100000000,5.18082321322621E-08,0.0000179,4.96128800560228E-08,-1.147,4.81653446185836E-08
1,140652724.210523,0.00144568756984031,2.08502338418284E-05,0.00096229658932716,-1,2.86870872916746E-05
2,330003479.112527,0.00901890973868542,3.40313059211196E-05,0.00593424738855307,-0.75,7.87627329095221E-05
3,774263682.681128,0.0141804004295511,5.55451699718334E-05,0.0105766042435697,-0.5,0.000130558350962977
4,1816599788.37533,0.0160212657264037,9.06596389321975E-05,0.0145606289796943,-0.25,0.000184013462523986
5,4262158829.01533,0.0167531385141555,0.000147972724459828,0.0177693509353954,-10.9583333333333,0.00103464117850681
6,10000000000,0.0170563862992232,0.00024151791736607,0.0201663550789869,-20.9166666666667,0.00128389177286974
7,59948425.0318941,0.0160332149245458,0.000394200381332302,0.0218284019082333,-30.875,0.00134230237580926
8,25550970.903525,0.0481132829680708,0.000643405434831573,0.0229314444359859,-40.8333333333333,0.00136097077355547
9,10890229.6226373,0.0707190785236821,0.00105015259541781,0.0236449147640985,-50.7916666666667,0.00138712574151013
10,4641588.83361277,0.0895162509913299,0.00171403661511103,0.0240982281332834,-60.75,0.00147575054641402
11,1978318.88278416,0.114023010756879,0.00279761391892997,0.0243853137547712,-70.7083333333333,0.00171305123631161
12,843190.929286625,0.152188345795481,0.00456620562850912,0.0245684658928636,-80.6666666666667,0.00200884903130712
13,359381.366380463,0.203680848050855,0.00745286320630088,0.0246864854609811,-90.625,0.00215569350922883
14,153174.046370208,0.255353672752242,0.0121644039911468,0.0247624810466227,-100.583333333333,0.00219818519629623
15,65285.2114112785,0.293852489704968,0.0198544801325117,0.0248104665993995,-110.541666666667,0.0022085808638991
16,27825.5940220713,0.318799470376084,0.0324060580049133,0.0248397026373335,-120.5,0.00221102422232733
17,11859.7101233767,0.338505628611589,0.052892475069049,0.0248568771027552,-130.458333333333,0.00221159223619744
18,5054.79682119124,0.363041215838333,0.0863299670236289,0.0248668357448421,-140.416666666667,0.00221171672427363
19,2154.43469003188,0.400808836585665,0.140905926534379,0.024872721902243,-150.375,0.0022117502800997
20,918.254283565628,0.45202474560291,0.229983640872669,0.0248762193004548,-160.333333333333,0.0022117591022214
21,391.374560198038,0.503920563033701,0.375374381830165,0.0248782972923872,-170.291666666667,0.00221176173567327
22,166.810053720006,0.542888308862616,0.612678040923751,0.0248795805143588,-180.25,0.00221175997669183
23,71.0970943231243,0.568138285437735,1,0.0248803504296685,-190.208333333333,0.00221175603947802
24,30.302710828664,0.587830378571468,1.27744804230135E-05,0.00105582338456013,-200.166666666667,0.00221176507457626
25,12.9154966501488,0.612016265915104,7.82664363939074E-06,0.00209491861905311,-210.125,0.00221174770587973
26,5.50478980785497,0.649189240660688,4.79521269199025E-06,0.00553498421487296,-220.083333333333,0.00221176541761604
27,2.34622884814226,0.699866391890379,2.93792151794129E-06,0.00954222968466521,-230.041666666667,0.0022117610691126
28,1,0.751377150581577,0.0000018,0.0123350607674423,-240,0.00221176176931416
