,Kmax,error_Kmax,Ku,error_Ku,Vhalf,error_Vhalf
0,46460,4.68972858027267E-08,0.0007927,3.89801097554336E-08,-100,4.24223975207646E-08
1,65285.2114112785,0.00692963384564659,0.00105015259541781,0.000654692540765327,-90.625,0.000162478351136974
2,153174.046370208,0.0262156909805642,0.00171403661511103,0.00159947605019475,-80.6666666666667,0.000702417459161634
3,359381.366380463,0.0296689879445688,0.00279761391892997,0.00230150287814571,-70.7083333333333,0.00164463497962483
4,843190.929286625,0.0308756481954918,0.00456620562850912,0.00280887071036559,-60.75,0.00230046590006092
5,1978318.88278416,0.0313594925749472,0.00745286320630088,0.00315753730450189,-50.7916666666667,0.004540181537057
6,4641588.83361277,0.031560921303598,0.0121644039911468,0.00338009597152281,-40.8333333333333,0.00259071425713932
7,10890229.6226373,0.0316459907782972,0.0198544801325117,0.00350990827806594,-30.875,0.002624226667947
8,25550970.903525,0.0316820744636855,0.0324060580049133,0.00357822108481548,-20.9166666666667,0.00271253317526253
9,59948425.0318941,0.0343458966831188,0.052892475069049,0.00361053030995149,-10.9583333333333,0.0030738370835161
10,140652724.210523,0.0609193930595378,0.0863299670236289,0.0036248206929238,-1,0.00443395619895276
11,330003479.112527,0.112993267743266,0.140905926534379,0.00363130231315423,-0.75,0.00449164720328503
12,774263682.681128,0.173010511623753,0.229983640872669,0.00363446910120563,-0.5,0.00455070878088012
13,1816599788.37533,0.212064540629352,0.375374381830165,0.00363615487840176,-0.25,0.00461114154945358
14,4262158829.01533,0.231356374197704,0.612678040923751,0.00363703722584717,-100.583333333333,4.79179343488673E-06
15,10000000000,0.245601578979161,1,0.00363756142645225,-110.541666666667,4.64496727611389E-05
16,27825.5940220713,0.00508560455637015,0.000643405434831573,0.000532134617101347,-120.5,5.6249224509652E-05
17,11859.7101233767,0.0222993187647402,0.000394200381332302,0.00202768015673573,-130.458333333333,5.85158874251038E-05
18,5054.79682119124,0.0466669742149991,0.00024151791736607,0.00374550349971117,-140.416666666667,5.90431745837008E-05
19,2154.43469003188,0.0843871233669527,0.000147972724459828,0.00550188767625654,-150.375,5.91654560009637E-05
20,918.254283565628,0.135585969047951,9.06596389321975E-05,0.00757305809803368,-160.333333333333,5.91923961275738E-05
21,391.374560198038,0.187480247206013,5.55451699718334E-05,0.0100844736352811,-170.291666666667,5.91966641374217E-05
22,166.810053720006,0.226451792788766,3.40313059211196E-05,0.0129891808879811,-180.25,5.91982373595568E-05
23,71.0970943231243,0.25170510991942,2.08502338418284E-05,0.0162512657599601,-190.208333333333,5.92007026712595E-05
24,30.302710828664,0.271399288208237,1.27744804230135E-05,0.0196772570416705,-200.166666666667,5.92000152271237E-05
25,12.9154966501488,0.295586634290494,7.82664363939074E-06,0.0228977938980373,-210.125,5.920367281168E-05
26,5.50478980785497,0.332760274514987,4.79521269199025E-06,0.0255895565738977,-220.083333333333,5.92037651207505E-05
27,2.34622884814226,0.383437787854487,2.93792151794129E-06,0.027629592675373,-230.041666666667,5.92005927291896E-05
28,1,0.434948734902792,0.0000018,0.0290681464947202,-240,5.91994007505681E-05
