,Kmax,error_Kmax,Ku,error_Ku,Vhalf,error_Vhalf,Kt,error_Kt
0,1.0,17.191716015039788,1.8000000000000016e-06,2.526183871316599,-240.0,0.29965982931590524,1e-05,0.30796386313049906
1,2.346228848142263,15.47724628007805,2.9379215179412907e-06,2.079103445412479,-230.04166666666666,0.2996598149858957,3.0302710828663992e-05,0.2997848277784167
2,5.50478980785497,13.489329911236602,4.79521269199025e-06,1.7036067352658673,-220.08333333333334,0.29965981621765025,9.182542835656282e-05,0.3121522435465752
3,12.91549665014884,11.81809507501346,7.826643639390738e-06,1.3904436724084683,-210.125,0.29965981562560634,0.0002782559402207126,0.354592063193903
4,30.30271082866396,10.689588593976028,1.2774480423013536e-05,1.1366162878893165,-200.16666666666666,0.2996598020738087,0.0008431909292866251,0.38415162015644844
5,71.09709432312431,9.905983483045455,2.08502338418284e-05,0.9379526463876665,-190.20833333333331,0.29965978917103875,0.002555097090352507,0.4003773361089853
6,166.81005372000593,9.116076235017088,3.403130592111961e-05,0.7863030540197311,-180.25,0.29965981138814385,0.007742636826811269,0.4088496093547772
7,391.3745601980384,7.955053031384016,5.554516997183338e-05,0.6693162281099936,-170.29166666666666,0.29965977658796117,0.023462288481422625,0.4122927166600884
8,918.2542835656282,6.235782429751519,9.065963893219754e-05,0.5714574759805068,-160.33333333333331,0.29965980855935864,0.07109709432312432,0.4134848574509066
9,2154.4346900318824,4.241903797866416,0.0001479727244598283,0.4798142368257341,-150.375,0.2996597518559122,0.21544346900318823,0.413876430350663
10,5054.796821191236,2.5528306010497936,0.0002415179173660704,0.3938789836242892,-140.41666666666666,0.29965945472587646,0.6528521141127848,0.41400688392394364
11,11859.710123376683,1.4087855262461995,0.00039420038133230193,0.3294667789875675,-130.45833333333331,0.2996582569595529,1.9783188827841622,0.4140497457112733
12,27825.59402207126,0.6286460207042867,0.0006434054348315729,0.30164847651374505,-120.5,0.29965325696732964,5.994842503189409,0.4140642808344812
13,65285.21141127848,0.5372343353489034,0.001050152595417805,0.302653453868999,-110.54166666666666,0.29963538847087307,18.16599788375325,0.41406848399940777
14,153174.04637020797,1.6848822884704922,0.0017140366151110321,0.3153086915211094,-100.58333333333331,0.2996268459680408,55.04789807854968,0.4140683610658873
15,359381.36638046254,3.414439342643163,0.002797613918929973,0.3294986711686426,-90.625,0.3006866583754191,166.81005372000558,0.41407040115080446
16,843190.9292866251,5.42147871938596,0.0045662056285091235,0.34149113618226057,-80.66666666666666,0.3150427577393754,505.47968211912354,0.41407019611410806
17,1978318.8827841622,7.113156574782605,0.007452863206300876,0.3503470151184933,-70.70833333333331,0.3666738630311465,1531.7404637020798,0.4140693305971225
18,4641588.833612773,8.243842964407452,0.012164403991146804,0.35621832922135666,-60.75,0.41275772797578236,4641.588833612773,0.41407051491892954
19,10890229.622637283,9.017880950996304,0.019854480132511714,0.3597236243223961,-50.79166666666666,0.4298802265946116,14065.272421052336,0.41406812737089854
20,25550970.903525017,9.798273721934228,0.032406058004913314,0.3616010230644282,-40.833333333333314,0.4348225856296986,42621.588290153246,0.41406971432056516
21,59948425.03189409,10.949465286064289,0.052892475069048976,0.36250669711312655,-30.875,0.4380068339408521,129154.96650148826,0.4140492910529232
22,140652724.21052334,12.66370811324348,0.08632996702362894,0.3629184048644274,-20.916666666666657,0.447443337951602,391374.5601980376,0.4140661952922262
23,330003479.1125275,14.66416322951619,0.1409059265343785,0.3631142626074395,-10.958333333333314,0.48658964475908173,1185971.0123376658,0.41405804816420255
24,774263682.6811278,16.34170663571728,0.2299836408726694,0.3632124349169007,-1.0,0.634880023680438,3593813.6638046256,0.4140705267618785
25,1816599788.3753285,17.391705459757205,0.37537438183016497,0.3632674228554733,-0.75,0.6411827849232706,10890229.622637283,0.4140762475415137
26,4262158829.015325,17.930832417908864,0.6126780409237506,0.36329920427250606,-0.5,0.6476357173922,33000347.911252752,0.4138973934730612
27,10000000000.0,18.176386891056023,1.0,0.3633159026998982,-0.25,0.654239360952765,100000000.0,0.4140480433075737
