,Kmax,likelihood_Kmax,Ku,likelihood_Ku,Vhalf,likelihood_Vhalf
0,46460.0,1.3761589262648408e-07,0.0007927,1.4889337061324328e-05,-100.0,1.6315896124665033e-07
1,65285.21141127848,0.027297357409341905,0.001050152595417805,0.013632894218326417,-90.625,0.00010085132284769267
2,153174.04637020797,0.08384914366497094,0.0017140366151110321,0.04518976114773306,-80.66666666666666,0.00035397064402548024
3,359381.36638046254,0.10991299588953474,0.002797613918929973,0.08583850956422036,-70.70833333333331,0.0006452330394223008
4,843190.9292866251,0.11211889143399498,0.0045662056285091235,0.12624895156832602,-60.75,0.0008303290782475191
5,1978318.8827841622,0.1129164184703976,0.007452863206300876,0.15509900850549402,-50.79166666666666,0.0010673189749917428
6,4641588.833612773,0.11323798129291518,0.012164403991146804,0.16679847001367432,-40.833333333333314,0.0015826577998390963
7,10890229.622637283,0.11337103977233674,0.019854480132511714,0.16208207745471126,-30.875,0.0021741317938793804
8,25550970.903525017,0.11342759306182743,0.032406058004913314,0.14689205762251373,-20.916666666666657,0.002466616152579568
9,59948425.03189409,0.11345153678642976,0.052892475069048976,0.1292201198715793,-10.958333333333314,0.002565086052821819
10,140652724.21052334,0.11346152157126484,0.08632996702362894,0.11511955768288867,-1.0,0.0026411015403390832
11,330003479.1125275,0.11350274679250283,0.1409059265343785,0.10604967037657374,-0.75,0.0026441170848218324
12,774263682.6811278,0.1226517402141482,0.2299836408726694,0.10063932853133363,-0.5,0.002647030185045953
13,1816599788.3753285,0.15622694683154606,0.37537438183016497,0.09743277377334729,-0.25,0.0026502006355121773
14,4262158829.015325,0.21420015407535845,0.6126780409237506,0.09551808466064167,-100.58333333333331,0.09624514184362637
15,10000000000.0,0.272870408415328,1.0,0.09436609849527447,-110.54166666666666,3.1152920148024706e-05
16,27825.59402207126,0.028568408809975843,0.0006434054348315729,0.009030039147941737,-120.5,3.8087079110834104e-05
17,11859.710123376683,0.05482395456064611,0.00039420038133230193,0.027730765530613138,-130.45833333333331,3.948641947504891e-05
18,5054.796821191236,0.08728738962353255,0.0002415179173660704,0.04789128399063302,-140.41666666666666,3.9969412459335617e-05
19,2154.4346900318824,0.1339974730337218,0.0001479727244598283,0.06873668505687826,-150.375,4.000317947453018e-05
20,918.2542835656282,0.1879176709557936,9.065963893219754e-05,0.08470775272301478,-160.33333333333331,4.004723703328635e-05
21,391.3745601980384,0.24065000685975177,5.554516997183338e-05,0.09535307308793294,-170.29166666666666,3.998766051862554e-05
22,166.81005372000593,0.2793239729567793,3.403130592111961e-05,0.10214710914469517,-180.25,4.003032685167994e-05
23,71.09709432312431,0.29860583731718154,2.08502338418284e-05,0.10643578545329668,-190.20833333333331,4.027569137905925e-05
24,30.30271082866396,0.3202653114987375,1.2774480423013536e-05,0.1091190116867523,-200.16666666666666,3.995666977089828e-05
25,12.91549665014884,0.3520112248892149,7.826643639390738e-06,0.11078748809582943,-210.125,4.0166160735140165e-05
26,5.50478980785497,0.3938815264573793,4.79521269199025e-06,0.11182044925432624,-220.08333333333334,4.008847151471773e-05
27,2.346228848142263,0.43682438456995776,2.9379215179412907e-06,0.11245587946365992,-230.04166666666666,4.0037318889110704e-05
28,1.0,0.46979689577584394,1.8000000000000016e-06,0.11284776480902037,-240.0,4.0076255817920714e-05
