"engine.time","ikr.IKr","membrane.V"
 0.00000000000000000e+00, 3.47077680260888480e-03,-8.00000000000000000e+01
 1.00000000000000000e+01, 2.88005741524574501e-03,-8.00000000000000000e+01
 2.00000000000000000e+01, 2.39851028708229757e-03,-8.00000000000000000e+01
 3.00000000000000000e+01, 2.00607128702805834e-03,-8.00000000000000000e+01
 4.00000000000000000e+01, 1.68615537887704058e-03,-8.00000000000000000e+01
 5.00000000000000000e+01, 1.42531324905414546e-03,-8.00000000000000000e+01
 6.00000000000000000e+01, 1.21262784168477936e-03,-8.00000000000000000e+01
 7.00000000000000000e+01, 1.03923863448425165e-03,-8.00000000000000000e+01
 8.00000000000000000e+01, 8.97906361048408041e-04,-8.00000000000000000e+01
 9.00000000000000000e+01, 7.82697289960943661e-04,-8.00000000000000000e+01
 1.00000000000000000e+02, 4.20787967755162275e-03,-4.00000000000000000e+01
 1.10000000000000000e+02, 2.30250136095770039e-02,-4.00000000000000000e+01
 1.20000000000000000e+02, 6.26756796893897239e-02,-4.00000000000000000e+01
 1.30000000000000000e+02, 1.08955743841786232e-01,-4.00000000000000000e+01
 1.40000000000000000e+02, 1.56195920881318839e-01,-4.00000000000000000e+01
 1.50000000000000000e+02, 4.55007731857528464e-01, 2.00000000000000000e+01
 1.60000000000000000e+02, 3.39831444660826043e-01, 2.00000000000000000e+01
 1.70000000000000000e+02, 4.56366105758144291e-01, 2.00000000000000000e+01
 1.80000000000000000e+02, 5.28276641016460657e-01, 2.00000000000000000e+01
 1.90000000000000000e+02, 5.74016494202181149e-01, 2.00000000000000000e+01
 2.00000000000000000e+02, 6.03338708237223464e-01, 2.00000000000000000e+01
 2.10000000000000000e+02, 6.22172504545682958e-01, 2.00000000000000000e+01
 2.20000000000000000e+02, 6.34275285656043075e-01, 2.00000000000000000e+01
 2.30000000000000000e+02, 6.42053617295539225e-01, 2.00000000000000000e+01
 2.40000000000000000e+02, 6.47052804683165061e-01, 2.00000000000000000e+01
 2.50000000000000000e+02, 6.50265834163261780e-01, 2.00000000000000000e+01
 2.60000000000000000e+02, 6.52330887588757014e-01, 2.00000000000000000e+01
 2.70000000000000000e+02, 6.53658085232867059e-01, 2.00000000000000000e+01
 2.80000000000000000e+02, 6.54511068789880746e-01, 2.00000000000000000e+01
 2.90000000000000000e+02, 6.55059331763229835e-01, 2.00000000000000000e+01
