"engine.time","ikr.IKr","membrane.V"
 0.00000000000000000e+00, 2.74481643796289855e-04,-8.00000000000000000e+01
 1.00000000000000000e+01, 2.74482117060624803e-04,-8.00000000000000000e+01
 2.00000000000000000e+01, 2.74482589622422276e-04,-8.00000000000000000e+01
 3.00000000000000000e+01, 2.74483062184219804e-04,-8.00000000000000000e+01
 4.00000000000000000e+01, 2.74483534746017385e-04,-8.00000000000000000e+01
 5.00000000000000000e+01, 2.74484007307814913e-04,-8.00000000000000000e+01
 6.00000000000000000e+01, 2.74484479869612386e-04,-8.00000000000000000e+01
 7.00000000000000000e+01, 2.74484952431409913e-04,-8.00000000000000000e+01
 8.00000000000000000e+01, 2.74485424993207441e-04,-8.00000000000000000e+01
 9.00000000000000000e+01, 2.74485716459507267e-04,-8.00000000000000000e+01
 1.00000000000000000e+02, 2.74485839617863122e-04,-8.00000000000000000e+01
 1.10000000000000000e+02, 2.74485962776218977e-04,-8.00000000000000000e+01
 1.20000000000000000e+02, 2.74486085934574887e-04,-8.00000000000000000e+01
 1.30000000000000000e+02, 2.74486209092930796e-04,-8.00000000000000000e+01
 1.40000000000000000e+02, 2.74486332251286705e-04,-8.00000000000000000e+01
 1.50000000000000000e+02, 2.74486455409642561e-04,-8.00000000000000000e+01
 1.60000000000000000e+02, 2.74486578567998470e-04,-8.00000000000000000e+01
 1.70000000000000000e+02, 2.74486701726354325e-04,-8.00000000000000000e+01
 1.80000000000000000e+02, 2.74486824884710180e-04,-8.00000000000000000e+01
 1.90000000000000000e+02, 2.74486948043066090e-04,-8.00000000000000000e+01
 2.00000000000000000e+02, 2.74487071201421945e-04,-8.00000000000000000e+01
 2.10000000000000000e+02, 2.74487194359777855e-04,-8.00000000000000000e+01
 2.20000000000000000e+02, 2.74487317518133764e-04,-8.00000000000000000e+01
 2.30000000000000000e+02, 2.74487374790119963e-04,-8.00000000000000000e+01
 2.40000000000000000e+02, 2.74487393572347906e-04,-8.00000000000000000e+01
 2.50000000000000000e+02,-1.12792374375377306e-03,-1.20000000000000000e+02
 2.60000000000000000e+02,-6.49244705113078378e-04,-1.20000000000000000e+02
 2.70000000000000000e+02,-2.95992492860457166e-04,-1.20000000000000000e+02
 2.80000000000000000e+02,-1.34598034925732568e-04,-1.20000000000000000e+02
