"engine.time","ikr.IKr","membrane.V"
 0.00000000000000000e+00, 2.74488623918269945e-04,-8.00000000000000000e+01
 1.00000000000000000e+01, 2.74488623919942273e-04,-8.00000000000000000e+01
 2.00000000000000000e+01, 2.74488623921589339e-04,-8.00000000000000000e+01
 3.00000000000000000e+01, 2.74488623923236405e-04,-8.00000000000000000e+01
 4.00000000000000000e+01, 2.74488623924883416e-04,-8.00000000000000000e+01
 5.00000000000000000e+01, 2.74488623926530482e-04,-8.00000000000000000e+01
 6.00000000000000000e+01, 2.74488623928177493e-04,-8.00000000000000000e+01
 7.00000000000000000e+01, 2.74488623929824559e-04,-8.00000000000000000e+01
 8.00000000000000000e+01, 2.74488623931471571e-04,-8.00000000000000000e+01
 9.00000000000000000e+01, 2.74488623933118636e-04,-8.00000000000000000e+01
 1.00000000000000000e+02, 2.74488623934765648e-04,-8.00000000000000000e+01
 1.10000000000000000e+02, 2.74488623936412659e-04,-8.00000000000000000e+01
 1.20000000000000000e+02, 2.74488623938059725e-04,-8.00000000000000000e+01
 1.30000000000000000e+02, 2.74488623939706737e-04,-8.00000000000000000e+01
 1.40000000000000000e+02, 2.74488623941353802e-04,-8.00000000000000000e+01
 1.50000000000000000e+02, 2.74488623943000814e-04,-8.00000000000000000e+01
 1.60000000000000000e+02, 2.74488623944647880e-04,-8.00000000000000000e+01
 1.70000000000000000e+02, 2.74488623946294891e-04,-8.00000000000000000e+01
 1.80000000000000000e+02, 2.74488623947941957e-04,-8.00000000000000000e+01
 1.90000000000000000e+02, 2.74488623949588968e-04,-8.00000000000000000e+01
 2.00000000000000000e+02, 2.74488623951235980e-04,-8.00000000000000000e+01
 2.10000000000000000e+02, 2.74488623952883046e-04,-8.00000000000000000e+01
 2.20000000000000000e+02, 2.74488623954530057e-04,-8.00000000000000000e+01
 2.30000000000000000e+02, 2.74488623956177123e-04,-8.00000000000000000e+01
 2.40000000000000000e+02, 2.74488623957824134e-04,-8.00000000000000000e+01
 2.50000000000000000e+02, 2.74488623959471200e-04,-8.00000000000000000e+01
 2.60000000000000000e+02, 2.74488623961118212e-04,-8.00000000000000000e+01
 2.70000000000000000e+02, 2.74488623962765277e-04,-8.00000000000000000e+01
 2.80000000000000000e+02, 2.74488623963539777e-04,-8.00000000000000000e+01
 2.90000000000000000e+02, 2.74488623963568617e-04,-8.00000000000000000e+01
 3.00000000000000000e+02, 2.74488623963597457e-04,-8.00000000000000000e+01
 3.10000000000000000e+02, 2.74488623963626351e-04,-8.00000000000000000e+01
 3.20000000000000000e+02, 2.74488623963655191e-04,-8.00000000000000000e+01
 3.30000000000000000e+02, 2.74488623963683976e-04,-8.00000000000000000e+01
 3.40000000000000000e+02, 2.74488623963712870e-04,-8.00000000000000000e+01
 3.50000000000000000e+02, 2.74488623963741710e-04,-8.00000000000000000e+01
 3.60000000000000000e+02, 2.74488623963770604e-04,-8.00000000000000000e+01
 3.70000000000000000e+02, 2.74488623963799389e-04,-8.00000000000000000e+01
 3.80000000000000000e+02, 2.74488623963828229e-04,-8.00000000000000000e+01
 3.90000000000000000e+02, 2.74488623963857123e-04,-8.00000000000000000e+01
 4.00000000000000000e+02, 2.74488623963885963e-04,-8.00000000000000000e+01
 4.10000000000000000e+02, 2.74488623963914749e-04,-8.00000000000000000e+01
 4.20000000000000000e+02, 2.74488623963943643e-04,-8.00000000000000000e+01
 4.30000000000000000e+02, 2.74488623963972482e-04,-8.00000000000000000e+01
 4.40000000000000000e+02, 2.74488623964001322e-04,-8.00000000000000000e+01
 4.50000000000000000e+02, 2.74488623964030162e-04,-8.00000000000000000e+01
 4.60000000000000000e+02, 2.74488623964059002e-04,-8.00000000000000000e+01
 4.70000000000000000e+02, 2.74488623964087896e-04,-8.00000000000000000e+01
 4.80000000000000000e+02, 2.74488623964116681e-04,-8.00000000000000000e+01
 4.90000000000000000e+02, 2.74488623964145521e-04,-8.00000000000000000e+01
 5.00000000000000000e+02, 2.74488623964174415e-04,-8.00000000000000000e+01
 5.10000000000000000e+02, 2.74488623964203255e-04,-8.00000000000000000e+01
 5.20000000000000000e+02, 2.74488623964232095e-04,-8.00000000000000000e+01
 5.30000000000000000e+02, 2.74488623964260934e-04,-8.00000000000000000e+01
 5.40000000000000000e+02, 2.74488623964289774e-04,-8.00000000000000000e+01
 5.50000000000000000e+02, 2.74488623964318668e-04,-8.00000000000000000e+01
 5.60000000000000000e+02, 2.74488623964347454e-04,-8.00000000000000000e+01
 5.70000000000000000e+02, 2.74488623964376293e-04,-8.00000000000000000e+01
 5.80000000000000000e+02, 2.74488623964405187e-04,-8.00000000000000000e+01
 5.90000000000000000e+02, 2.74488623964434027e-04,-8.00000000000000000e+01
 6.00000000000000000e+02, 2.74488623964462867e-04,-8.00000000000000000e+01
 6.10000000000000000e+02, 2.74488623964491707e-04,-8.00000000000000000e+01
 6.20000000000000000e+02, 2.74488623964520546e-04,-8.00000000000000000e+01
 6.30000000000000000e+02, 2.74488623964549440e-04,-8.00000000000000000e+01
 6.40000000000000000e+02, 2.74488623964578226e-04,-8.00000000000000000e+01
 6.50000000000000000e+02, 2.74488623964607120e-04,-8.00000000000000000e+01
 6.60000000000000000e+02, 2.74488623964635960e-04,-8.00000000000000000e+01
 6.70000000000000000e+02, 2.74488623964664800e-04,-8.00000000000000000e+01
 6.80000000000000000e+02, 2.74488623964693639e-04,-8.00000000000000000e+01
 6.90000000000000000e+02, 2.74488623964722425e-04,-8.00000000000000000e+01
 7.00000000000000000e+02, 2.74488623964751319e-04,-8.00000000000000000e+01
 7.10000000000000000e+02, 2.74488623964780159e-04,-8.00000000000000000e+01
 7.20000000000000000e+02, 2.74488623964808998e-04,-8.00000000000000000e+01
 7.30000000000000000e+02, 2.74488623964837838e-04,-8.00000000000000000e+01
 7.40000000000000000e+02, 2.74488623964866732e-04,-8.00000000000000000e+01
 7.50000000000000000e+02, 2.74488623964895518e-04,-8.00000000000000000e+01
 7.60000000000000000e+02, 2.74488623964924412e-04,-8.00000000000000000e+01
 7.70000000000000000e+02, 2.74488623964953197e-04,-8.00000000000000000e+01
 7.80000000000000000e+02, 2.74488623964982037e-04,-8.00000000000000000e+01
 7.90000000000000000e+02, 2.74488623965010931e-04,-8.00000000000000000e+01
 8.00000000000000000e+02,-7.61157126521709305e-05,-9.00000000000000000e+01
 8.10000000000000000e+02,-6.41270886881035643e-05,-9.00000000000000000e+01
 8.20000000000000000e+02,-5.06035319737314332e-05,-9.00000000000000000e+01
 8.30000000000000000e+02,-4.05035593985693992e-05,-9.00000000000000000e+01
 8.40000000000000000e+02,-3.29533029289407831e-05,-9.00000000000000000e+01
 8.50000000000000000e+02,-2.73113582747901081e-05,-9.00000000000000000e+01
 8.60000000000000000e+02,-2.30958314269982854e-05,-9.00000000000000000e+01
 8.70000000000000000e+02,-1.99441156821588027e-05,-9.00000000000000000e+01
 8.80000000000000000e+02,-1.75880582165377866e-05,-9.00000000000000000e+01
 8.90000000000000000e+02,-1.58284148827501522e-05,-9.00000000000000000e+01
 9.00000000000000000e+02, 5.23435221715693675e-05,-8.00000000000000000e+01
 9.10000000000000000e+02, 9.01132053417895749e-05,-8.00000000000000000e+01
 9.20000000000000000e+02, 1.24198109475114526e-04,-8.00000000000000000e+01
 9.30000000000000000e+02, 1.51963689862222409e-04,-8.00000000000000000e+01
 9.40000000000000000e+02, 1.74588976654570330e-04,-8.00000000000000000e+01
 9.50000000000000000e+02, 1.93022459713328951e-04,-8.00000000000000000e+01
 9.60000000000000000e+02, 2.08042612654353652e-04,-8.00000000000000000e+01
 9.70000000000000000e+02, 2.20293570578177303e-04,-8.00000000000000000e+01
 9.80000000000000000e+02, 2.30295602645191145e-04,-8.00000000000000000e+01
 9.90000000000000000e+02, 2.38466978348376329e-04,-8.00000000000000000e+01
 1.00000000000000000e+03, 2.75032791835430656e-03, 0.00000000000000000e+00
 1.01000000000000000e+03, 5.26256433565293752e-02, 0.00000000000000000e+00
 1.02000000000000000e+03, 1.37677586561593984e-01, 0.00000000000000000e+00
 1.03000000000000000e+03, 2.31658084391298258e-01, 0.00000000000000000e+00
 1.04000000000000000e+03, 3.23378979034304237e-01, 0.00000000000000000e+00
 1.05000000000000000e+03, 4.07252531097492876e-01, 0.00000000000000000e+00
 1.06000000000000000e+03, 4.80978321221717298e-01, 0.00000000000000000e+00
 1.07000000000000000e+03, 5.44113322894149043e-01, 0.00000000000000000e+00
 1.08000000000000000e+03, 5.97201543016321335e-01, 0.00000000000000000e+00
 1.09000000000000000e+03, 6.41255004988976696e-01, 0.00000000000000000e+00
 1.10000000000000000e+03, 6.77452523351293134e-01, 0.00000000000000000e+00
 1.11000000000000000e+03, 7.06972740702419222e-01, 0.00000000000000000e+00
 1.12000000000000000e+03, 7.30908384905281316e-01, 0.00000000000000000e+00
 1.13000000000000000e+03, 7.50228173638812890e-01, 0.00000000000000000e+00
 1.14000000000000000e+03, 7.65766615347404200e-01, 0.00000000000000000e+00
 1.15000000000000000e+03, 7.78228437963660369e-01, 0.00000000000000000e+00
 1.16000000000000000e+03, 7.88200163877124105e-01, 0.00000000000000000e+00
 1.17000000000000000e+03, 7.96164849348459991e-01, 0.00000000000000000e+00
 1.18000000000000000e+03, 8.02517099401189760e-01, 0.00000000000000000e+00
 1.19000000000000000e+03, 8.07577341298082896e-01, 0.00000000000000000e+00
 1.20000000000000000e+03, 8.11604535952082817e-01, 0.00000000000000000e+00
 1.21000000000000000e+03, 8.14807076419531873e-01, 0.00000000000000000e+00
 1.22000000000000000e+03, 8.17352217655617830e-01, 0.00000000000000000e+00
 1.23000000000000000e+03, 8.19373861475285348e-01, 0.00000000000000000e+00
 1.24000000000000000e+03, 8.20979020072233556e-01, 0.00000000000000000e+00
 1.25000000000000000e+03, 8.22253049254144552e-01, 0.00000000000000000e+00
 1.26000000000000000e+03, 8.23263979262402801e-01, 0.00000000000000000e+00
 1.27000000000000000e+03, 8.24065958949473432e-01, 0.00000000000000000e+00
 1.28000000000000000e+03, 8.24702057941367306e-01, 0.00000000000000000e+00
 1.29000000000000000e+03, 8.25206509296457891e-01, 0.00000000000000000e+00
 1.30000000000000000e+03, 8.25606497626151015e-01, 0.00000000000000000e+00
 1.31000000000000000e+03, 8.25923599096396788e-01, 0.00000000000000000e+00
 1.32000000000000000e+03, 8.26174972985572076e-01, 0.00000000000000000e+00
 1.33000000000000000e+03, 8.26374258288878449e-01, 0.00000000000000000e+00
 1.34000000000000000e+03, 8.26532257619207789e-01, 0.00000000000000000e+00
 1.35000000000000000e+03, 8.26657512729711108e-01, 0.00000000000000000e+00
 1.36000000000000000e+03, 8.26756793454579531e-01, 0.00000000000000000e+00
 1.37000000000000000e+03, 8.26835480732801997e-01, 0.00000000000000000e+00
 1.38000000000000000e+03, 8.26897849726145551e-01, 0.00000000000000000e+00
 1.39000000000000000e+03, 8.26947287369289685e-01, 0.00000000000000000e+00
 1.40000000000000000e+03, 8.26986473058693883e-01, 0.00000000000000000e+00
 1.41000000000000000e+03, 8.27017526591285024e-01, 0.00000000000000000e+00
 1.42000000000000000e+03, 8.27042119635453155e-01, 0.00000000000000000e+00
 1.43000000000000000e+03, 8.27061589465011848e-01, 0.00000000000000000e+00
 1.44000000000000000e+03, 8.27077017908932066e-01, 0.00000000000000000e+00
 1.45000000000000000e+03, 8.27089224579192317e-01, 0.00000000000000000e+00
 1.46000000000000000e+03, 8.27098928312526183e-01, 0.00000000000000000e+00
 1.47000000000000000e+03, 8.27106631348929255e-01, 0.00000000000000000e+00
 1.48000000000000000e+03, 8.27112751888243625e-01, 0.00000000000000000e+00
 1.49000000000000000e+03, 8.27117610039076023e-01, 0.00000000000000000e+00
 1.50000000000000000e+03, 8.27121459658321734e-01, 0.00000000000000000e+00
 1.51000000000000000e+03, 8.27124492927621136e-01, 0.00000000000000000e+00
 1.52000000000000000e+03, 8.27126871117893847e-01, 0.00000000000000000e+00
 1.53000000000000000e+03, 8.27128762588897670e-01, 0.00000000000000000e+00
 1.54000000000000000e+03, 8.27130196431472564e-01, 0.00000000000000000e+00
 1.55000000000000000e+03, 8.27131341311096779e-01, 0.00000000000000000e+00
 1.56000000000000000e+03, 8.27132261380387312e-01, 0.00000000000000000e+00
 1.57000000000000000e+03, 8.27132967123145546e-01, 0.00000000000000000e+00
 1.58000000000000000e+03, 8.27133581720916111e-01, 0.00000000000000000e+00
 1.59000000000000000e+03, 8.27134065929062912e-01, 0.00000000000000000e+00
 1.60000000000000000e+03, 8.27134474679782739e-01, 0.00000000000000000e+00
 1.61000000000000000e+03, 8.27134822662463964e-01, 0.00000000000000000e+00
 1.62000000000000000e+03, 8.27135109940797530e-01, 0.00000000000000000e+00
 1.63000000000000000e+03, 8.27135338421856714e-01, 0.00000000000000000e+00
 1.64000000000000000e+03, 8.27135519512172790e-01, 0.00000000000000000e+00
 1.65000000000000000e+03, 8.27135658833769161e-01, 0.00000000000000000e+00
 1.66000000000000000e+03, 8.27135763656414169e-01, 0.00000000000000000e+00
 1.67000000000000000e+03, 8.27135837103987193e-01, 0.00000000000000000e+00
 1.68000000000000000e+03, 8.27135896901844192e-01, 0.00000000000000000e+00
 1.69000000000000000e+03, 8.27135943725683442e-01, 0.00000000000000000e+00
 1.70000000000000000e+03, 8.27135981062955494e-01, 0.00000000000000000e+00
 1.71000000000000000e+03, 8.27136016142397179e-01, 0.00000000000000000e+00
