,fit_Kmax,fit_Ku,fit_Vhalf,error,ref_Kmax,ref_Ku,ref_Vhalf
0,0.9995011342100573,1.8049962729455377e-05,-148.70663821589343,0.007962726364191723,1.0,1.8000000000000017e-05,-200.0
0,1.0002917981550283,1.8011256455538105e-05,-147.03463694938392,0.0080100523000072,1.0,1.8000000000000017e-05,-150.25
0,0.9803700866743792,1.8497478208579722e-05,-91.95946167158907,0.007962965235593407,1.0,1.8000000000000017e-05,-100.5
0,1.0310543267390149,1.7192086033192886e-05,-60.80618361098072,0.008005858677880007,1.0,1.8000000000000017e-05,-50.75
0,0.9971895276619663,1.8058586948790138e-05,-0.8942544450680768,0.007954118703011428,1.0,1.8000000000000017e-05,-1.0
0,0.9992268393637876,0.00027791811665811594,-157.42472443237062,0.0080236456253352,1.0,0.0002763467610958146,-200.0
0,0.9995323601754701,0.00027692235210061595,-139.46981669429033,0.007998073773733566,1.0,0.0002763467610958146,-150.25
0,0.9989705864898789,0.0002750051425770763,-99.30596723078513,0.007964427348448759,1.0,0.0002763467610958146,-100.5
0,1.0000225079828842,0.00027565888407341053,-50.84734827342316,0.007982258342805904,1.0,0.0002763467610958146,-50.75
0,1.0002536077797421,0.0002751304579697428,-1.0254736256644332,0.007984005078353423,1.0,0.0002763467610958146,-1.0
0,0.9988676133179887,0.00420166644180337,-107.43736368098041,0.007993653236176578,1.0,0.0042426406871192875,-200.0
0,0.9989457950458354,0.00425274956911268,-110.19384595447553,0.007957724933977775,1.0,0.0042426406871192875,-150.25
0,1.0009124196589114,0.004242854460614249,-103.02149065962685,0.007957470356951688,1.0,0.0042426406871192875,-100.5
0,1.0000348677370288,0.004254358705951043,-50.61756364540246,0.007991161083709857,1.0,0.0042426406871192875,-50.75
0,0.9987010434324971,0.0042614363157815905,-0.9419732224718649,0.008011518115372398,1.0,0.0042426406871192875,-1.0
0,0.9993084777366851,0.07205954943160563,-116.05812831521858,0.007957902455598827,1.0,0.06513555624326307,-200.0
0,0.9989366710489155,0.05799132494732171,-108.0226491255381,0.008005913503480323,1.0,0.06513555624326307,-150.25
