time,frac,frac_std,sweep,conc
945,1.0139474863606563,0.0747304600145746,1,1
955,0.9822024862797724,0.039293839546213884,1,1
965,1.0012464959279614,0.0599573564460291,1,1
975,1.0058044908866086,0.07284202501712987,1,1
985,1.0103803468511094,0.0780608987921395,1,1
995,0.9891925490304992,0.05409316013919812,1,1
1005,0.9877510990227502,0.0470742825539333,1,1
1015,1.0008744948171615,0.049360241723597854,1,1
1025,1.006660037425554,0.058848538154286416,1,1
1035,0.9983837359576018,0.04038605759954606,1,1
1045,0.9934387163595678,0.039235686646874116,1,1
1055,1.000966410088136,0.04217896584063533,1,1
1065,0.9979792095824206,0.044432929868314194,1,1
1075,0.9883856501241477,0.05719901782260417,1,1
1085,0.9979988750157845,0.04810320318789981,1,1
1095,0.9937873425053042,0.04120847550876678,1,1
1105,1.0024975510639094,0.05980320135588785,1,1
1115,0.9991671407125923,0.05806463452217064,1,1
1125,0.9952437631619009,0.046324416754180364,1,1
1135,1.009064068447138,0.03384077444289123,1,1
1145,0.9889964911163525,0.043580515116154774,1,1
1155,0.9883180113091725,0.03008785455011858,1,1
1165,0.9818029526058829,0.044198443203630665,1,1
1175,0.9892969279765108,0.042486645174390894,1,1
1185,0.9832963491450116,0.034546711258868726,1,1
1195,0.9812297994064731,0.03716577015426645,1,1
1205,0.9761851042365866,0.051819154831746886,1,1
1215,0.9817675803121837,0.043496229410127214,1,1
1225,0.9857359915519156,0.03983407066852192,1,1
1235,0.9753879011154901,0.03791012435887232,1,1
1245,0.9810870271648829,0.042372369153041996,1,1
1255,0.9848748472724783,0.03667963542198375,1,1
1265,0.9796098649777546,0.04218510080446959,1,1
1275,0.9868120841167592,0.04692989833407854,1,1
1285,0.9765366438537939,0.04928305962351966,1,1
1295,0.9861448140146362,0.05605593644562228,1,1
1305,0.9769132368018495,0.05359065451741775,1,1
1315,0.9641739375045786,0.04667987280918857,1,1
1325,0.9868189580518629,0.046288343346546884,1,1
1335,0.976952648880807,0.04830774891804671,1,1
1345,0.9951332245765153,0.047776893464301806,1,1
1355,0.9893062592121797,0.04337175158320764,1,1
1365,0.9826851174491911,0.04313517562971822,1,1
1375,0.9789704616456365,0.03695592846678693,1,1
1385,0.9880033782190896,0.04525869933301365,1,1
1395,0.9725527173555852,0.056562808840042895,1,1
1405,0.9750385483462558,0.04825288679375205,1,1
1415,0.9749220393404252,0.05524994416245524,1,1
1425,0.9842924809814068,0.040326340383087474,1,1
1435,0.9920500639764943,0.0482407517626724,1,1
1445,0.9734777560328105,0.04039803269520491,1,1
1455,0.9825911598643732,0.05840417757777285,1,1
1465,0.9868981164958804,0.05710487283907568,1,1
1475,0.9850199733279671,0.04288818807731487,1,1
1485,0.9782821913060182,0.05283731321746817,1,1
1495,0.989379158214584,0.04055468990086047,1,1
1505,0.9913680829735145,0.05750108769144573,1,1
1515,0.9879222765510483,0.04758299811827282,1,1
1525,0.9794101681025723,0.047479462392589204,1,1
1535,0.9904959647801574,0.04784688574089226,1,1
1545,0.9864573650015711,0.045229863236589625,1,1
1555,0.9904174846017036,0.03971213599399426,1,1
1565,0.9888939816308213,0.04440566543257761,1,1
1575,0.9925014934702779,0.048174533591535396,1,1
1585,0.9886637680175411,0.048237612942589526,1,1
1595,1.0003682192715928,0.04907156043960457,1,1
1605,0.9940649884362383,0.049681629245208574,1,1
1615,0.9896697259466015,0.05735742453990373,1,1
1625,0.9846707357508324,0.05491502000112554,1,1
1635,0.989992984066087,0.05541241808665553,1,1
1645,0.9981897627814911,0.06383553407858049,1,1
1655,0.9939689134368438,0.05221506354077117,1,1
1665,0.9774659370906144,0.06302875295072459,1,1
1675,0.9822116751610172,0.06380175385397062,1,1
1685,1.002865792683472,0.050364869635972954,1,1
1695,0.9892477675517092,0.07311009174747793,1,1
1705,0.985141012313308,0.06227383913283983,1,1
1715,0.9862768070240396,0.04845482887237436,1,1
1725,0.98478270149797,0.05875335165420685,1,1
1735,0.977375644905898,0.05926993131763714,1,1
1745,0.9891234769283225,0.057250530458727855,1,1
1755,0.9865882195775112,0.05791569361037163,1,1
1765,0.9845592445972813,0.0657915848432971,1,1
1775,0.9789892160692536,0.045290761005485757,1,1
1785,0.9838662229971536,0.05178511838033923,1,1
1795,0.98383054455499,0.0683221713002805,1,1
1805,0.9815809724903021,0.061241914540117535,1,1
1815,0.9818445767641499,0.0561841926505253,1,1
1825,0.9736392301691111,0.06300314868458222,1,1
1835,0.985356527756464,0.0643004788277841,1,1
1845,0.9769078275989364,0.0564749719667395,1,1
1855,0.988909544702995,0.0493211317011768,1,1
1865,0.9813593184163937,0.05557471407271159,1,1
1875,0.9804698110001845,0.049622505480487134,1,1
1885,0.9724169862909894,0.04287828103678372,1,1
1895,0.9836111680667011,0.05196067411781711,1,1
1905,0.9854534959493039,0.056296460038502444,1,1
1915,0.9758041296727624,0.05183404491746038,1,1
1925,0.9722638211899051,0.03713977055404706,1,1
1935,0.9798547374739355,0.0473453285380476,1,1
1945,0.9841690073398938,0.052384289883299615,1,1
1955,0.9796258588473897,0.06046336982997215,1,1
1965,0.9951228682152209,0.05744531680707852,1,1
1975,0.9802875196405546,0.05317578301044839,1,1
1985,0.9849064187961973,0.059885241419350296,1,1
1995,0.9858160095013803,0.06599256404471253,1,1
2005,0.991289171167022,0.06438964850393111,1,1
2015,0.9875016953172268,0.05733654817284825,1,1
2025,0.9782288524049237,0.06672624666068391,1,1
2035,0.9746941420352845,0.06703428158883978,1,1
2045,0.9792677051343265,0.05654633953299842,1,1
2055,0.9652860483038649,0.057232089831073474,1,1
2065,0.9760914085657534,0.06157302129038883,1,1
2075,0.9843662128756945,0.059745202504480795,1,1
2085,0.9741240519090958,0.05631674433076979,1,1
2095,0.9835627070455762,0.06868951942540417,1,1
2105,0.9770136256993939,0.06372796974816955,1,1
2115,0.9760931251051036,0.06693431937717688,1,1
2125,0.9836498701237841,0.04393677160016916,1,1
2135,0.9718307976616128,0.05677765664595298,1,1
2145,0.979424755305975,0.06339522521305915,1,1
2155,0.9673242944860736,0.06918507825704323,1,1
2165,0.9729486058625335,0.06578343819107768,1,1
2175,0.9836964553142001,0.06663164425578322,1,1
2185,0.9665524960942493,0.06949807333288922,1,1
2195,0.9650942012553679,0.06668576704595382,1,1
2205,0.9764723537493686,0.05841716405866726,1,1
2215,0.9791738873142434,0.05872580603108156,1,1
2225,0.976468788639092,0.06495727182022104,1,1
2235,0.9717691641432583,0.06743315934202762,1,1
2245,0.9727503084383254,0.05905667027653497,1,1
2255,0.9664171285990159,0.05721176307419482,1,1
2265,0.9704228770850275,0.08118962957963635,1,1
2275,0.9653749788754494,0.06331902141209879,1,1
2285,0.9710296031586988,0.05620145176909923,1,1
2295,0.974610679833254,0.05916492765517327,1,1
2305,0.9777714429415524,0.07196483874081427,1,1
2315,0.9714230491968688,0.06884555259043151,1,1
2325,0.9887997674961476,0.06638989523476735,1,1
2335,0.9839532929135719,0.04588587259787452,1,1
2345,0.9821357385089643,0.06430149541934939,1,1
2355,0.9844234172123597,0.05889335895515486,1,1
2365,0.9699963492439823,0.054546309603798054,1,1
2375,0.9919130940122957,0.06556056764375338,1,1
2385,0.9712644691075909,0.06598526664633945,1,1
2395,0.9827375741158774,0.07813868900286265,1,1
2405,0.9779912080408636,0.06665591645419489,1,1
2415,0.9854482227825633,0.0723274313199793,1,1
2425,0.9699297768092566,0.06709981616803022,1,1
2435,0.9770823360808221,0.0666719573503431,1,1
2445,0.9888814099674595,0.052659651870200934,1,1
2455,0.9866590263057232,0.06228382463575451,1,1
2465,0.9738863338138058,0.05750345340972447,1,1
2475,0.9790143697802545,0.058733657628067315,1,1
2485,0.9796090911113272,0.06380081535607325,1,1
2495,0.9885905039761422,0.06500964513219144,1,1
2505,0.9880999397602067,0.06887929820541747,1,1
2515,0.980909965380491,0.06629695027152345,1,1
2525,0.9876734522057612,0.0507051316357997,1,1
2535,0.9905287842322699,0.06063830676654906,1,1
2545,0.9842241611309249,0.06561582342910038,1,1
2555,0.9794584820231779,0.06544808020795227,1,1
2565,0.9815932518583708,0.05625067176516077,1,1
2575,0.9724889367686248,0.052990273071320856,1,1
2585,0.9707590540420812,0.05054239623899321,1,1
2595,0.9805028204467231,0.05317923945526806,1,1
2605,0.9656543298674558,0.04969936646695674,1,1
