time,frac,frac_std,sweep,conc
945,0.9756978574736246,0.08852754271604864,1,1
955,0.9608106803237533,0.08920051534255624,1,1
965,0.9585674223245901,0.09120996642097298,1,1
975,0.9523693105304771,0.09545496265023236,1,1
985,0.9446553769669936,0.08042016300486818,1,1
995,0.944288260028087,0.08947099762957604,1,1
1005,0.9514116204588259,0.08269222683928756,1,1
1015,0.9572269037719459,0.08317191199688803,1,1
1025,0.9465220900856588,0.084248337150709,1,1
1035,0.9489301981776335,0.07657980679390095,1,1
1045,0.9415694034701575,0.07894309389673135,1,1
1055,0.9444559524299718,0.0713975059602611,1,1
1065,0.9411438021346383,0.07365942312645025,1,1
1075,0.9469107963503915,0.06459794278928681,1,1
1085,0.9433046156390221,0.06836990672326927,1,1
1095,0.9446519979389079,0.05948799160611188,1,1
1105,0.9476150196167152,0.06611299707550915,1,1
1115,0.9613623232828061,0.06846309356901344,1,1
1125,0.951016035440848,0.06379665472369088,1,1
1135,0.9491053653650647,0.06295689433768199,1,1
1145,0.9514490036844435,0.06765435425409291,1,1
1155,0.9442642027333565,0.04813399020736936,1,1
1165,0.9466885493357442,0.04285621682258634,1,1
1175,0.952468617864108,0.04666201453840782,1,1
1185,0.9523073401954172,0.04785505309803586,1,1
1195,0.9592279972759444,0.05113586978067736,1,1
1205,0.9662322882960497,0.05931213739515832,1,1
1215,0.9556108289466625,0.05529921734173843,1,1
1225,0.9582864623345593,0.05982551930772052,1,1
1235,0.9600994181898399,0.05826026274829614,1,1
1245,0.9579138015145627,0.05869216671394015,1,1
1255,0.9605074248178409,0.06344881417898256,1,1
1265,0.9666464306811184,0.05100373280809298,1,1
1275,0.9536261943319089,0.043909183124985464,1,1
1285,0.9493812217847685,0.04235066800794036,1,1
1295,0.9574577369579101,0.06147831735780609,1,1
1305,0.9472018175603623,0.0473608695979054,1,1
1315,0.9568152178844465,0.04036292900903603,1,1
1325,0.9628178040928679,0.04313059087635363,1,1
1335,0.9539850194984781,0.05317518596062782,1,1
1345,0.9614996155661103,0.05151600345223263,1,1
1355,0.9632536332158408,0.04643839540800409,1,1
1365,0.9580869852112208,0.05494922867379266,1,1
1375,0.9572521116793189,0.03901903234909986,1,1
1385,0.9619858123734828,0.04559100614467694,1,1
1395,0.9548449766398015,0.0531443005378594,1,1
1405,0.9478931300101074,0.04448335326704241,1,1
1415,0.9598064854749904,0.05315433687320163,1,1
1425,0.9769940246734071,0.0407303909223152,1,1
1435,0.954460958433614,0.046861399449599946,1,1
1445,0.9737604681881704,0.04374068360383249,1,1
1455,0.9533685578020089,0.03818576030822572,1,1
1465,0.9606972176004336,0.042720410607793594,1,1
1475,0.954955731681099,0.04154885516304574,1,1
1485,0.9551483723244931,0.04222695431347617,1,1
1495,0.9601121783576716,0.03726692297189531,1,1
1505,0.960691291137703,0.058639757389648585,1,1
1515,0.9586497372988971,0.03601587468505247,1,1
1525,0.9765367276569552,0.05203234861644898,1,1
1535,0.9670703698117202,0.0542570556807127,1,1
1545,0.9622460597833224,0.050865582778589255,1,1
1555,0.9662051468193977,0.049034458358916386,1,1
1565,0.9597459196904227,0.04255233778706277,1,1
1575,0.966394813751122,0.04447275773542661,1,1
1585,0.954828716815779,0.04504017366864265,1,1
1595,0.9537852019945147,0.034243565482667694,1,1
1605,0.9591558503640479,0.03585816537700761,1,1
1615,0.9760504027655724,0.04548967675483442,1,1
1625,0.9620672140492623,0.042629243519017035,1,1
1635,0.9634809098140575,0.048951461839145415,1,1
1645,0.9774445925641885,0.04583520524283361,1,1
1655,0.9677854284049292,0.04019232674242357,1,1
1665,0.9713598836610349,0.03942793750023086,1,1
1675,0.9470555035558206,0.04621087467328139,1,1
1685,0.9573429799452962,0.0385746852474338,1,1
1695,0.9652738306901429,0.04289945380720962,1,1
1705,0.9578015920459771,0.033458047873980996,1,1
1715,0.9602891124965977,0.037620901544213554,1,1
1725,0.9586365362341948,0.036575014672520875,1,1
1735,0.9551141919411672,0.040345594011981456,1,1
1745,0.9613156862998007,0.0376620419492961,1,1
1755,0.9530233468074021,0.04562300996845389,1,1
1765,0.9594834781479852,0.0472782260544623,1,1
1775,0.9622199733652679,0.039540443994932055,1,1
1785,0.963094857161558,0.04258654530568076,1,1
1795,0.9583384953251926,0.03420400285272503,1,1
1805,0.9530260345714463,0.04670937417672817,1,1
1815,0.9630982159822217,0.0442626838274594,1,1
1825,0.9617834276869521,0.050898671609620236,1,1
1835,0.9687974106080123,0.043600494314608995,1,1
1845,0.9578408037418387,0.050833582605942125,1,1
1855,0.9587984387686401,0.032791711896786965,1,1
1865,0.9584100850262649,0.04601379702447213,1,1
1875,0.9548998519886955,0.04851428451847379,1,1
1885,0.9550070522579832,0.041883565816463256,1,1
1895,0.96339520413584,0.04017289210284025,1,1
1905,0.9549584025891285,0.04415968079042737,1,1
1915,0.9618238201401766,0.03815058440909656,1,1
1925,0.9640644734434091,0.04176497319100339,1,1
1935,0.957536737669687,0.04784711385982306,1,1
1945,0.9602991495190395,0.04590004043105441,1,1
1955,0.9593410355158344,0.0405318287725738,1,1
1965,0.9575166583520748,0.05122678794260406,1,1
1975,0.9498875492867743,0.040155657265824374,1,1
1985,0.9588843720752758,0.03620883684085608,1,1
1995,0.9606921932569067,0.03035601823215822,1,1
2005,0.9567123609168764,0.0388035013538277,1,1
2015,0.9602603254954916,0.05155702939906911,1,1
2025,0.9613792419741003,0.04311037266516357,1,1
2035,0.965269165744288,0.04059824670586192,1,1
2045,0.9648202623817997,0.05126591567476123,1,1
2055,0.9696647308240601,0.0410061031398633,1,1
2065,0.9661902242957681,0.041557374212404345,1,1
2075,0.9622081431498607,0.04221164333258805,1,1
2085,0.9643590443669338,0.0427373911829735,1,1
2095,0.9569118123678134,0.04925473484959541,1,1
2105,0.9609820844482334,0.03654063346603434,1,1
2115,0.9586173822815003,0.04960585409186757,1,1
2125,0.958003156249647,0.04938452584744386,1,1
2135,0.9696417408715213,0.042569014385916815,1,1
2145,0.9592354363171681,0.051179786219637986,1,1
2155,0.9633848742330857,0.0467604143202593,1,1
2165,0.954744536151987,0.03818495692516423,1,1
2175,0.956515831567817,0.04846191772047989,1,1
2185,0.9611536594029204,0.04939358480704204,1,1
2195,0.9744681675618976,0.046624723932603626,1,1
2205,0.9628684292747212,0.03866872088380149,1,1
2215,0.956089497024266,0.04837988005467773,1,1
2225,0.9648329712576977,0.05037605884178319,1,1
2235,0.9627564116104967,0.040593596206722364,1,1
2245,0.956134945950532,0.056725485312732755,1,1
2255,0.972834329267252,0.06473560027774249,1,1
2265,0.9582864159292361,0.036102967072488945,1,1
2275,0.9682422651482554,0.04238892494518096,1,1
2285,0.9664030674563799,0.038440511609606605,1,1
2295,0.9729223205487656,0.045097880893857994,1,1
2305,0.9659156058522056,0.05534970607738371,1,1
2315,0.9753290508063349,0.03749390714480455,1,1
2325,0.9674675118970708,0.050438165360343075,1,1
2335,0.9586182544597401,0.04985220376133826,1,1
2345,0.9688030834765412,0.057134899553396255,1,1
2355,0.968331517994694,0.04210539745822241,1,1
2365,0.9564757323260447,0.04401324822823196,1,1
2375,0.9689643264903436,0.04627994113753767,1,1
2385,0.9538191812034104,0.058824507416279,1,1
2395,0.9627000581327166,0.045178261612847506,1,1
2405,0.9532713917794589,0.03984978146898314,1,1
2415,0.9659043377914968,0.05139319370928402,1,1
2425,0.948230934203394,0.05409876206758903,1,1
2435,0.9614942242416438,0.048939541512122264,1,1
2445,0.958171444009589,0.0441486570693146,1,1
2455,0.9586390617741705,0.0426894873652091,1,1
2465,0.9509481193868137,0.04321680929942371,1,1
2475,0.9754119498342326,0.054207635139546094,1,1
2485,0.9522574039179968,0.037729717116125584,1,1
2495,0.9620800574864518,0.04577726729542793,1,1
2505,0.9588640338931136,0.04876532124767389,1,1
2515,0.9719342799926981,0.04287142795697366,1,1
2525,0.973864531414884,0.05029469683500095,1,1
2535,0.9555928573032103,0.04839237340729212,1,1
2545,0.9581432319025047,0.03870944991499658,1,1
2555,0.9657711906113982,0.055415402310438344,1,1
2565,0.9596580057823111,0.04212963216954012,1,1
2575,0.9602996530671287,0.04603262934502275,1,1
2585,0.9615816598336231,0.035921624407439096,1,1
2595,0.9646567771256498,0.04234019403106163,1,1
2605,0.9668322083140517,0.05792280087122764,1,1
2615,0.9558515208285534,0.048561435753060364,1,1
2625,0.9717858139960812,0.056981466571124385,1,1
2635,0.9522989614311049,0.0411261026196294,1,1
2645,0.966973415249252,0.042731982164515445,1,1
2655,0.9628689767047846,0.04821692976317405,1,1
2665,0.9756269682112031,0.04511478348809723,1,1
2675,0.9713073995533689,0.04323604661025014,1,1
2685,0.9665382455408655,0.04024998075833657,1,1
2695,0.959239642064855,0.044399459129415834,1,1
2705,0.9628181825936364,0.0541842466599106,1,1
2715,0.9637327390197885,0.05032585472744232,1,1
2725,0.9596510081479318,0.039205971710824745,1,1
2735,0.9619362225750143,0.04230979169402512,1,1
2745,0.9564783004429775,0.03789536207563724,1,1
2755,0.9622902090815533,0.043093887340882556,1,1
2765,0.9694089154654726,0.041136404155300926,1,1
2775,0.9600112427303298,0.06973922642371252,1,1
2785,0.9578865178275224,0.04681397312760024,1,1
2795,0.9705420405597813,0.04802653513640737,1,1
2805,0.9560710218497956,0.055560265082274365,1,1
2815,0.9624915836472697,0.05645616319681787,1,1
2825,0.9736409710408781,0.05612950866707241,1,1
2835,0.9630247364101228,0.052506679411022654,1,1
2845,0.9570383427074048,0.054070554942842304,1,1
2855,0.9622086285809981,0.053321012360071356,1,1
2865,0.9473325653861714,0.046222802370436245,1,1
2875,0.9646991844280673,0.05536196586025371,1,1
2885,0.9657846243163165,0.05526518554551775,1,1
2895,0.9577960683098923,0.04878616830821733,1,1
2905,0.9561400472432517,0.055432307865124375,1,1
2915,0.9652580672607993,0.05151289881829513,1,1
2925,0.9580591916416861,0.0510121408724975,1,1
2935,0.9649253705489595,0.0439908085692426,1,1
2945,0.9669397597198435,0.043765646481321974,1,1
2955,0.9663834835975414,0.038755819204121765,1,1
2965,0.9708479073999203,0.04478252082480543,1,1
2975,0.9590190338795148,0.04624949744556058,1,1
2985,0.9629591731830682,0.03497485169005411,1,1
2995,0.9552551503446478,0.05125603850288692,1,1
