,Kmax,likelihood_Kmax,Ku,likelihood_Ku,Vhalf,likelihood_Vhalf
0,100000000.0,0.016517285498807634,1.79e-05,0.01651747996452628,-1.147,0.016517187524006452
1,140652724.21052334,0.01662687454466081,2.08502338418284e-05,0.01659003844977864,-1.0,0.016517400781810302
2,330003479.1125275,0.020484569258967578,3.403130592111961e-05,0.018604230389610715,-0.75,0.016518000131640835
3,774263682.6811278,0.02465922353607287,5.554516997183338e-05,0.021930925025710774,-0.5,0.016518928217249585
4,1816599788.3753285,0.026254936619178333,9.065963893219754e-05,0.025273052859201808,-0.25,0.016520212906720906
5,4262158829.015325,0.02689983814472142,0.0001479727244598283,0.028146271128992206,-10.958333333333314,0.01657294127873153
6,10000000000.0,0.027168545652937026,0.0002415179173660704,0.030361753164998687,-20.916666666666657,0.01660454107827163
7,59948425.03189409,0.02702292653906474,0.00039420038133230193,0.03192061207986954,-30.875,0.01661293802508445
8,25550970.903525017,0.05819321317908785,0.0006434054348315729,0.03296006609026781,-40.833333333333314,0.01661565145363511
9,10890229.622637283,0.07983707525482263,0.001050152595417805,0.033630490417761644,-50.79166666666666,0.01661937623376407
10,4641588.833612773,0.09801088590656518,0.0017140366151110321,0.03405237752987178,-60.75,0.01663246934838022
11,1978318.8827841622,0.1221953404332716,0.002797613918929973,0.03431650276704835,-70.70833333333331,0.016671818063579768
12,843190.9292866251,0.16014180751530377,0.0045662056285091235,0.034483118722529675,-80.66666666666666,0.016729482978566895
13,359381.36638046254,0.21134310399423242,0.007452863206300876,0.03458849834395565,-90.625,0.016761594418485036
14,153174.04637020797,0.2624635956883434,0.012164403991146804,0.03465484531149289,-100.58333333333331,0.016771315456473097
15,65285.21141127848,0.30000527141749794,0.019854480132511714,0.03469622994537174,-110.54166666666666,0.04203607570364909
16,27825.59402207126,0.3239289330124624,0.032406058004913314,0.03472140178001711,-120.5,0.04204504472238891
17,11859.710123376683,0.34302651641231335,0.052892475069048976,0.03473641127319405,-130.45833333333331,0.04204710213871091
18,5054.796821191236,0.36726103353102413,0.08632996702362894,0.034745263554120054,-140.41666666666666,0.04204761395848513
19,2154.4346900318824,0.40482053560118547,0.1409059265343785,0.034750587653531735,-150.375,0.016774452482287542
20,918.2542835656282,0.4557573506401548,0.2299836408726694,0.03475376953303504,-160.33333333333331,0.016774453844468087
21,391.3745601980384,0.5071187030016023,0.37537438183016497,0.034755688117396905,-170.29166666666666,0.016774454095112898
22,166.81005372000593,0.5451422605067744,0.6126780409237506,0.03475685556548312,-180.25,0.016774454985999644
23,71.09709432312431,0.5693540288735277,1.0,0.03475758615484807,-190.20833333333331,0.016774456041726164
24,30.30271082866396,0.5884277611007536,1.2774480423013536e-05,0.01657240879973251,-200.16666666666666,0.01677445347186471
25,12.91549665014884,0.612341871182155,7.826643639390738e-06,0.01674620192249962,-210.125,0.016774453690075054
26,5.50478980785497,0.6494017246959487,4.79521269199025e-06,0.018117333626621535,-220.08333333333334,0.01677445596478249
27,2.346228848142263,0.7000315371274098,2.9379215179412907e-06,0.02084271857513248,-230.04166666666666,0.01677445508250639
28,1.0,0.7515222072526425,1.8000000000000016e-06,0.023081166890435073,-240.0,0.04204774869620577
